run_id,variant_id,seed,horizon,scene,sample_selection_rule,status,not_applicable_reason,fine_representation_shift,coarse_representation_shift,macro_to_fine_interaction_increment_norm,fine_to_coarse_interaction_increment_norm
f0_empirical_v1,F0,2026,NOT_APPLICABLE,synthetic_preflight,deterministic_seed_2026_full_shape_preflight,available,,0.0,0.0,NOT_APPLICABLE,NOT_APPLICABLE
f1_empirical_v1,F1,2026,NOT_APPLICABLE,synthetic_preflight,deterministic_seed_2026_full_shape_preflight,available,,2.76200795173645,2.76200795173645,NOT_APPLICABLE,NOT_APPLICABLE
f2_empirical_v1,F2,2026,NOT_APPLICABLE,synthetic_preflight,deterministic_seed_2026_full_shape_preflight,available,,11.123605728149414,11.129724502563477,NOT_APPLICABLE,NOT_APPLICABLE
f3_empirical_v1,F3,2026,NOT_APPLICABLE,synthetic_preflight,deterministic_seed_2026_full_shape_preflight,available,,2.9963855743408203,3.0512099266052246,NOT_APPLICABLE,NOT_APPLICABLE
f4_empirical_v1,F4,2026,NOT_APPLICABLE,synthetic_preflight,deterministic_seed_2026_full_shape_preflight,available,,1.0178513526916504,1.4458918485615868e-05,2.0690090656280518,NOT_APPLICABLE
f5_empirical_v1,F5,2026,NOT_APPLICABLE,synthetic_preflight,deterministic_seed_2026_full_shape_preflight,available,,1.4813063899055123e-05,0.6308377981185913,NOT_APPLICABLE,1.2720222473144531
f6_empirical_v1,F6,2026,NOT_APPLICABLE,synthetic_preflight,deterministic_seed_2026_full_shape_preflight,available,,1.591544270515442,1.387372374534607,2.8768625259399414,2.565760374069214
f7_empirical_v1,F7,2026,NOT_APPLICABLE,synthetic_preflight,deterministic_seed_2026_full_shape_preflight,available,,1.5459675788879395,1.5605777502059937,2.891615152359009,2.756680488586426
f8_empirical_v1,F8,2026,NOT_APPLICABLE,synthetic_preflight,deterministic_seed_2026_full_shape_preflight,available,,2.4268863201141357,1.895683765411377,4.1014227867126465,3.788551092147827
