horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,33.202,40.579,0.348,0.037,0.036,4.593,4.593,4.593,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,40.743,50.596,0.075,0.045,0.044,5.700,5.700,5.700,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,57.321,69.197,-0.473,0.063,0.060,8.112,8.112,8.112,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
