horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,43.150,48.106,0.084,0.048,0.049,5.953,5.953,5.953,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,34.105,40.302,0.413,0.038,0.038,4.883,4.883,4.883,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,32.531,39.235,0.527,0.036,0.036,4.754,4.754,4.754,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
