valid_target_count,MAE_H10,MAE_H3,MAE_H6,R2_H10,R2_H3,R2_H6,RMSE_H10,RMSE_H3,RMSE_H6,Score_H10,Score_H3,Score_H6,TurbID,node_index
29,44.308,48.189,37.300,-1.948,-12.553,-2.803,54.111,52.224,43.467,0.049,0.051,0.041,1,0
30,46.052,8.435,24.944,-3.096,0.192,-2.438,58.121,10.683,33.546,0.052,0.009,0.029,2,1
30,37.621,10.991,19.247,-3.137,-0.479,-2.678,46.700,14.167,24.169,0.042,0.012,0.022,3,2
30,52.992,15.863,26.917,-2.357,0.219,-1.066,65.897,20.003,34.244,0.059,0.017,0.031,4,3
30,55.204,7.165,26.755,-1.969,0.149,-0.592,72.367,8.287,40.199,0.064,0.008,0.033,5,4
30,94.779,51.608,68.819,-12.004,-5.803,-18.375,105.968,56.666,74.810,0.100,0.054,0.072,6,5
30,121.567,74.980,92.027,-15.009,-15.846,-22.693,129.110,76.185,95.196,0.125,0.075,0.093,7,6
30,140.256,94.713,119.491,-24.088,-24.824,-20.115,145.206,95.735,123.657,0.143,0.095,0.121,8,7
