horizon,volatility_group,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied,gate_mean
3,low,39.748,55.797,-0.246,0.044,0.043,5.507,5.507,5.507,24,24,1.000,24,MW_after_kW_to_MW_conversion,True,False,0.598
6,low,55.526,72.203,-0.877,0.062,0.059,7.904,7.904,7.904,48,48,1.000,48,MW_after_kW_to_MW_conversion,True,False,0.598
10,low,79.006,95.991,-1.930,0.087,0.082,11.291,11.291,11.291,80,80,1.000,80,MW_after_kW_to_MW_conversion,True,False,0.598
3,medium,39.373,52.330,-0.050,0.044,0.043,5.365,5.365,5.365,24,24,1.000,24,MW_after_kW_to_MW_conversion,True,False,0.609
6,medium,51.090,67.216,-0.643,0.057,0.055,7.327,7.327,7.327,48,48,1.000,48,MW_after_kW_to_MW_conversion,True,False,0.609
10,medium,73.411,91.204,-1.585,0.082,0.077,10.542,10.542,10.542,80,80,1.000,80,MW_after_kW_to_MW_conversion,True,False,0.609
3,high,37.408,47.573,0.038,0.042,0.041,5.245,5.245,5.245,23,24,0.958,23,MW_after_kW_to_MW_conversion,True,False,0.611
6,high,49.450,62.753,-0.496,0.056,0.054,6.972,6.972,6.972,47,48,0.979,47,MW_after_kW_to_MW_conversion,True,False,0.611
10,high,70.198,87.581,-1.362,0.078,0.074,10.052,10.052,10.052,79,80,0.988,79,MW_after_kW_to_MW_conversion,True,False,0.611
