horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,num_valid_points
3,87.58895227893343,127.82349563448926,0.9062927616066796,0.6016206907448229,1.0984253001038966,10015.18932603271,10015.18932603271,10015.18932603271,1256027.0
6,99.5046366942718,148.55293603222884,0.8734347627137238,0.5755328437055776,1.3322786807139864,10879.216985652813,10879.216985652813,10879.216985652813,2512061.0
10,114.06519487713936,169.18970066782742,0.8358263466490035,0.5767186233446356,1.7597009541476822,12472.04575710082,12472.04575710082,12472.04575710082,4186848.0
