horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,65.655,79.021,-1.472,0.075,0.074,9.639,9.639,9.639,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,61.517,75.386,-1.055,0.069,0.067,8.939,8.939,8.939,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,67.708,83.402,-1.140,0.075,0.072,9.876,9.876,9.876,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
