valid_target_count,MAE_H10,MAE_H3,MAE_H6,R2_H10,R2_H3,R2_H6,RMSE_H10,RMSE_H3,RMSE_H6,Score_H10,Score_H3,Score_H6,TurbID,node_index
29,49.106,80.550,47.879,-3.097,-40.756,-7.439,63.789,91.668,64.745,0.057,0.087,0.056,1,0
30,42.196,67.109,39.728,-2.840,-42.099,-8.610,56.272,78.001,56.083,0.049,0.073,0.048,2,1
30,54.353,64.190,45.655,-6.922,-38.426,-18.759,64.625,73.153,56.019,0.059,0.069,0.051,3,2
30,53.362,50.224,45.872,-1.943,-5.677,-3.573,61.697,58.488,50.950,0.057,0.054,0.048,4,3
30,64.907,56.059,59.552,-2.407,-54.752,-3.696,77.529,67.075,69.051,0.071,0.061,0.064,5,4
30,74.293,63.938,67.697,-7.734,-12.639,-19.177,86.846,80.232,76.344,0.080,0.071,0.072,6,5
30,84.781,58.608,72.434,-8.422,-15.319,-16.478,99.052,74.985,81.762,0.092,0.066,0.077,7,6
30,118.043,86.219,112.558,-19.189,-28.237,-19.753,130.260,101.865,122.592,0.124,0.094,0.117,8,7
