epoch,granularity_loss_h3,granularity_weight_h3,granularity_loss_h6,granularity_weight_h6,granularity_loss_h10,granularity_weight_h10,site_weight_mean,site_weight_min,site_weight_max,total_loss
1,0.35237232578749006,1.0101518847725608,0.3595838023518974,1.0100878964770923,0.3763009516352957,1.010077265175906,1.0000000027093021,0.8977569856426932,1.185973351651972,0.43306406384164636
