batch,layer,macro_attn_entropy,fine_attn_entropy,fusion_gate_mean,fusion_gate_std,macro_prompt_norm_mean,h_fine_spatial_delta_norm,h_coarse_spatial_delta_norm
0,,1.1430634260177612,2.483436107635498,0.5134981274604797,0.03961219638586044,,,
0,0,1.1430634260177612,2.483436107635498,0.5134981274604797,0.03961219638586044,4.020340919494629,2.337515115737915,2.7513039112091064
