horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,47.443,54.950,-0.195,0.053,0.052,6.448,6.448,6.448,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,False
6,56.611,68.338,-0.688,0.063,0.061,7.832,7.832,7.832,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,False
10,72.648,86.765,-1.316,0.080,0.076,10.167,10.167,10.167,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,False
