batch,horizon,context_weight_fine,context_weight_coarse,context_weight_macro
0,1,0.0802452340722084,0.45764005184173584,0.46211475133895874
0,2,0.15093712508678436,0.5247499346733093,0.3243129849433899
0,3,0.10567665100097656,0.5267338156700134,0.3675895631313324
0,4,0.12229936569929123,0.540346086025238,0.3373546004295349
0,5,0.1198301762342453,0.5401879549026489,0.33998188376426697
0,6,0.10795076936483383,0.5056630373001099,0.3863861560821533
0,7,0.10686128586530685,0.4093858599662781,0.48375290632247925
0,8,0.1355597972869873,0.5463234186172485,0.31811684370040894
0,9,0.18193601071834564,0.49257218837738037,0.32549184560775757
0,10,0.15110966563224792,0.5751883387565613,0.2737020254135132
