batch,branch,input_node_cosine_similarity,hop1_node_cosine_similarity,hop2_node_cosine_similarity,output_node_cosine_similarity,graph_delta_ratio,beta_graph
0,micro,0.9752993583679199,0.9975616931915283,0.9997261166572571,0.9736394286155701,1.0092040300369263,0.0689806118607521
0,macro,0.9586808085441589,0.9986387491226196,0.9999588131904602,0.9591703414916992,1.0023126602172852,0.065153107047081
