batch,horizon,fine_history_attention_entropy,coarse_history_attention_entropy,macro_attention_entropy,fine_effective_history_steps,coarse_effective_history_steps,fine_expected_lag,coarse_expected_lag,fine_context_norm,coarse_context_norm,macro_context_norm
0,1,2.4840829372406006,2.481457471847534,1.3592694997787476,11.990118980407715,11.958681106567383,5.412731170654297,5.460402965545654,1.4324946403503418,1.7034742832183838,0.8830363154411316
0,2,2.484467029571533,2.4822330474853516,1.3603706359863281,11.994726181030273,11.9679594039917,5.494798183441162,5.593866348266602,1.4268420934677124,1.700890302658081,0.8103110194206238
0,3,2.4844937324523926,2.4817311763763428,1.345585584640503,11.995046615600586,11.961955070495605,5.474554061889648,5.43519926071167,1.4321844577789307,1.7059879302978516,0.8158286809921265
0,4,2.4842543601989746,2.4816207885742188,1.3485116958618164,11.992175102233887,11.960634231567383,5.470260143280029,5.375030517578125,1.4285621643066406,1.7034101486206055,0.8557810187339783
0,5,2.4843833446502686,2.4815049171447754,1.3546276092529297,11.993721961975098,11.959249496459961,5.4842848777771,5.459290981292725,1.4308475255966187,1.7059797048568726,0.7685162425041199
0,6,2.484217643737793,2.4826714992523193,1.3545278310775757,11.991734504699707,11.9732084274292,5.559950828552246,5.449748992919922,1.4277572631835938,1.6982749700546265,0.9068084955215454
0,7,2.484353542327881,2.4808599948883057,1.3651247024536133,11.993364334106445,11.951539039611816,5.4817938804626465,5.712369441986084,1.430495023727417,1.7023911476135254,0.8436594009399414
0,8,2.4835410118103027,2.4825024604797363,1.3536031246185303,11.983623504638672,11.971184730529785,5.62204122543335,5.555837631225586,1.4197410345077515,1.7006696462631226,0.8432861566543579
0,9,2.483792543411255,2.482982873916626,1.3291007280349731,11.986638069152832,11.976937294006348,5.574976921081543,5.538760185241699,1.4159730672836304,1.7066688537597656,0.8287332057952881
0,10,2.4834678173065186,2.482196569442749,1.3230912685394287,11.982746124267578,11.967522621154785,5.593009948730469,5.459287643432617,1.420494794845581,1.7018051147460938,0.8860378265380859
