epoch,train_loss,val_loss,val_MAE_H3,val_RMSE_H3,val_R2_H3,val_Score_H3,val_MAE_H6,val_RMSE_H6,val_R2_H6,val_Score_H6,val_MAE_H10,val_RMSE_H10,val_R2_H10,val_Score_H10,val_score_primary,is_best_epoch,bad_epochs,learning_rate,epoch_time_sec,total_loss,granularity_loss_h3,granularity_loss_h6,granularity_loss_h10,granularity_weight_h3,granularity_weight_h6,granularity_weight_h10,site_weight_mean,site_weight_max,site_weight_min,skipped_train_batches_epoch,skipped_val_batches_epoch,skipped_train_batches_total,skipped_val_batches_total,skipped_batches_total_run,val_official_score_h10,val_official_score_h3,val_official_score_h6
1,0.6112584280116218,0.4212417061546166,189.38008125146155,269.31598327103245,0.4495430444038776,22.778881427396374,196.31776052744715,279.0695654391356,0.4078006031071688,23.721508102201657,204.71552555927457,290.34955340113436,0.3576443598082185,24.771063748444597,24.771063748444597,True,0,0.001,604.0158354000305,0.6112584280116218,,,,,,,,,,9,20,9,20,29,24.771063748444597,22.778881427396374,23.721508102201657
2,0.5188178841556822,0.4411499245376716,183.59467068034832,248.72800492024177,0.5304860725809979,23.282603517802745,193.45528069219262,260.95858540219217,0.4821712158943108,24.596609192791323,204.1178323154638,274.2410835349402,0.42694243592134984,25.910503089251968,25.910503089251968,False,1,0.001,881.6207444000174,0.5188178841556822,,,,,,,,,,9,20,18,40,58,25.910503089251968,23.282603517802745,24.596609192791323
3,0.49002770419631686,0.39043767895237563,166.19694565453608,233.92119993483058,0.584722622852528,19.95506001308103,177.2024884485858,248.1867495899988,0.5316180060220284,21.390497561681176,189.31058992803713,263.73937841661666,0.46999108625601027,22.905502680088638,22.905502680088638,True,1,0.001,831.6792112999829,0.49002770419631686,,,,,,,,,,9,20,27,60,87,22.905502680088638,19.95506001308103,21.390497561681176
4,0.47439611433517365,0.33971533683940697,148.852582205583,215.9783083164166,0.6459868640895341,16.89470485091403,159.47775298104443,231.3031285940798,0.5931765085899521,18.3172016671145,171.71119852820357,248.11718129437966,0.5309200236284708,19.900065470175402,19.900065470175402,True,0,0.001,640.8778003000189,0.47439611433517365,,,,,,,,,,9,20,36,80,116,19.900065470175402,16.89470485091403,18.3172016671145
5,0.46207120901062376,0.3314367839011359,142.05029242474345,206.01281241023665,0.6779023407299699,16.067990933400157,154.01328688873485,223.01802478646184,0.6217987684944033,17.65372353371374,167.72369941257682,241.97145760177781,0.5538699281340215,19.398156338173546,19.398156338173546,True,0,0.001,633.9385544999968,0.46207120901062376,,,,,,,,,,9,20,45,100,145,19.398156338173546,16.067990933400157,17.65372353371374
6,0.45433270406155357,0.3300556208883307,148.18788952040632,215.35009766637418,0.648043287133718,15.790126056921046,160.1918173107,232.44340450750468,0.5891555126454847,17.448796864238165,174.047940437222,251.4538299003397,0.518218935819747,19.26752844977635,19.26752844977635,True,0,0.001,436.91573629999766,0.45433270406155357,,,,,,,,,,9,20,54,120,174,19.26752844977635,15.790126056921046,17.448796864238165
7,0.44174122242700486,0.3453027920733238,155.33660633228732,224.03056017326003,0.6190976637500782,16.511474065061496,167.23641943117025,241.04435197659228,0.5581885894356525,18.199453844071414,180.9352926080688,259.3131245613938,0.48763174585667135,20.152356738574365,20.152356738574365,False,1,0.001,441.48205819999566,0.44174122242700486,,,,,,,,,,9,20,63,140,203,20.152356738574365,16.511474065061496,18.199453844071414
8,0.43143376154559,0.31952287356731635,150.23196046942505,216.75072990375585,0.6434501615189232,15.379917460780966,160.71919619286905,233.92074497259728,0.5839165082856312,16.86807777802861,172.74574904540077,252.43053058462948,0.5144689848618922,18.587036104407275,18.587036104407275,True,1,0.001,437.8229041000013,0.43143376154559,,,,,,,,,,9,20,72,160,232,18.587036104407275,15.379917460780966,16.86807777802861
9,0.4286129456900415,0.3229397035162584,149.61224207081602,216.08613551374532,0.64563329364712,15.582770316707931,160.59801378491636,233.7052329388339,0.5846828335845363,17.083054408572227,172.71369170252257,252.17185070547336,0.5154635773210077,18.772670265551795,18.772670265551795,False,1,0.001,2271.091314200021,0.4286129456900415,,,,,,,,,,9,20,81,180,261,18.772670265551795,15.582770316707931,17.083054408572227
10,0.42212517467283067,0.32969964605760693,148.9997832946119,215.16525142700667,0.6486472334909454,15.992386381343604,161.0385267481103,233.87572085978255,0.5840766649846163,17.52728641237245,173.91652720209342,252.99099124612857,0.5123105841120961,19.21943834727069,19.21943834727069,False,2,0.001,437.0309484000318,0.42212517467283067,,,,,,,,,,9,20,90,200,290,19.21943834727069,15.992386381343604,17.52728641237245
11,0.41517168581485747,0.31833955596013025,140.12447032811303,203.5523461824318,0.6855501935149583,15.037026057904244,153.29528707036505,223.09490858682886,0.621537959439679,16.715351647499862,167.46509172245229,243.41536320721985,0.5485296976731273,18.540615018246584,18.540615018246584,True,2,0.001,442.08673270000145,0.41517168581485747,,,,,,,,,,9,20,99,220,319,18.540615018246584,15.037026057904244,16.715351647499862
12,0.4096603187067168,0.2967941917368931,130.2489942544542,192.59715601111498,0.7184867462423932,13.713632690680361,142.9654481804778,211.82884115613922,0.6587967264211247,15.386628991108687,157.46130946691028,232.8210077339624,0.5869738525271266,17.27029334074541,17.27029334074541,True,0,0.001,437.50056149996817,0.4096603187067168,,,,,,,,,,9,20,108,240,348,17.27029334074541,13.713632690680361,15.386628991108687
13,0.4075734320850599,0.29306059295375797,137.58155335010477,196.43968385136367,0.7071416846406029,13.851091825418768,147.81442518192577,214.0321672605481,0.6516617972438601,15.303035344463009,159.46388842242385,232.7645251328102,0.5871742293022858,16.971793672005713,16.971793672005713,True,0,0.001,442.5496463999734,0.4075734320850599,,,,,,,,,,9,20,117,260,377,16.971793672005713,13.851091825418768,15.303035344463009
14,0.4111566049002466,0.3077336874116084,139.88265970681854,201.73130178640534,0.6911513631031638,14.39886636976253,152.37874027577172,221.1337640726497,0.6281625523055077,16.030647326981708,166.61509517150557,242.14888181201653,0.553215443541805,17.879665777172868,17.879665777172868,False,1,0.001,437.99865859997226,0.4111566049002466,,,,,,,,,,9,20,126,280,406,17.879665777172868,14.39886636976253,16.030647326981708
15,0.39655025118873233,0.2811056946133598,122.40587255566872,180.47156540528894,0.7528180934981512,12.757217934492603,135.272680392102,200.25011057837563,0.6950781558497577,14.460046510656898,149.57830254713863,221.21086382526238,0.6271397208289843,16.324219851059926,16.324219851059926,True,1,0.001,442.2197799999849,0.39655025118873233,,,,,,,,,,9,20,135,300,435,16.324219851059926,12.757217934492603,14.460046510656898
16,0.38835270266447747,0.2847056492172145,122.73071008979782,179.8223385695577,0.7545933147319204,13.031197662246283,135.70349329056737,199.76031722857394,0.6965679532282733,14.71521630931395,149.92665791066054,220.75077102452818,0.6286891196679205,16.57745660598222,16.57745660598222,False,1,0.001,437.0923538999632,0.38835270266447747,,,,,,,,,,9,20,144,320,464,16.57745660598222,13.031197662246283,14.71521630931395
17,0.3915308713203385,0.3183026537115644,133.62202896597873,190.35281292870528,0.7250094911091027,15.214873090802302,146.55269282871538,209.27102403610272,0.666986984764121,16.851938288805094,160.44988031544528,229.03849077538035,0.6002852600859617,18.592012888855752,18.592012888855752,False,2,0.001,442.2157180000213,0.3915308713203385,,,,,,,,,,9,20,153,340,493,18.592012888855752,15.214873090802302,16.851938288805094
18,0.3842660353297279,0.2956919232658638,129.88607797179796,186.46911761753734,0.7361160731190458,13.555663882823474,142.17210913976152,204.04003475393054,0.6834270624118954,15.254440698577262,156.02345349641436,222.95695129197455,0.6212302812307595,17.161118565288415,17.161118565288415,False,3,0.001,437.0057504000142,0.3842660353297279,,,,,,,,,,9,20,162,360,522,17.161118565288415,13.555663882823474,15.254440698577262
19,0.38277226335236003,0.285678874196604,124.58458584506269,181.57046388184293,0.7497987281357636,13.364891359320428,136.69924272988945,200.4508909844249,0.6944663906553801,14.92339105099485,149.86319999152957,219.93937352066158,0.6314137037976204,16.638992092268495,16.638992092268495,False,4,0.001,442.4377121000434,0.38277226335236003,,,,,,,,,,9,20,171,380,551,16.638992092268495,13.364891359320428,14.92339105099485
20,0.3883071532206876,0.31177878111894497,130.1051831817245,181.14713350967992,0.7509640533978055,15.016933092922693,142.58102346025808,200.00474516222096,0.6958249363470076,16.541128806987782,156.18890169363934,219.7297061585069,0.6321161126442449,18.23090800643685,18.23090800643685,False,5,0.001,1289.199291100027,0.3883071532206876,,,,,,,,,,9,20,180,400,580,18.23090800643685,15.016933092922693,16.541128806987782
