horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,59.559,68.953,-0.882,0.068,0.065,8.108,8.108,8.108,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,59.469,70.109,-0.777,0.067,0.064,8.192,8.192,8.192,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,72.841,85.082,-1.227,0.081,0.077,10.089,10.089,10.089,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
