a0_mae,a0_rmse,a0_score,a0_win_rate,a1_mae,a1_rmse,a1_score,a1_win_rate,delta_direction,delta_mae_a1_minus_a0,delta_rmse_a1_minus_a0,delta_score_a1_minus_a0,group,horizon,num_windows,relative_mae_reduction_pct,sensitivity_only,threshold_source,tie_rate
34.567169313006076,43.132451077460246,0.1469389534342848,1.0,41.59311123125949,51.56405827870977,0.1767256889681058,0.0,positive_means_A0_better,7.025941918253416,8.431607201249527,0.029786735533820996,Low,3,22,16.892080708242467,False,A0_formal_train_windows,0.0
35.34239092180806,43.63603442470027,0.15475947305272372,1.0,42.36193041647634,52.25993843643624,0.18561204487728855,0.0,positive_means_A0_better,7.01953949466828,8.623904011735966,0.03085257182456483,Low,6,22,16.570395696457883,False,A0_formal_train_windows,0.0
35.0775019605232,43.47367736648144,0.1553015981535765,1.0,42.106189334753786,52.17633240774206,0.18653628993659496,0.0,positive_means_A0_better,7.028687374230586,8.70265504126062,0.031234691783018464,Low,10,22,16.69276532803983,False,A0_formal_train_windows,0.0
36.59748352810555,45.32712185360401,0.15647271724001677,1.0,43.70530466420027,54.15139294052409,0.1865343828887532,0.0,positive_means_A0_better,7.107821136094721,8.824271086920078,0.03006166564873644,Medium,3,22,16.263062780836425,False,A0_formal_train_windows,0.0
36.12860815976642,44.54308413526345,0.15673663981439143,1.0,42.996542563506395,53.026407213152446,0.18664381342343292,0.0,positive_means_A0_better,6.867934403739973,8.483323077888997,0.029907173609041493,Medium,6,22,15.973224808938891,False,A0_formal_train_windows,0.0
35.63881289754928,44.52331415608007,0.15737448557162875,1.0,42.38026334953774,52.94819652155686,0.18726479024293383,0.0,positive_means_A0_better,6.741450451988463,8.42488236547679,0.029890304671305074,Medium,10,22,15.907051818879259,False,A0_formal_train_windows,0.0
33.04071510444253,44.34659403675925,0.14221471393136878,1.0,40.01865003337968,53.558553739949105,0.17178189281462763,0.0,positive_means_A0_better,6.977934928937145,9.211959703189855,0.029567178883258854,High,3,16,17.436707442946798,False,A0_formal_train_windows,0.0
34.198558968557435,44.34229859569445,0.15158296590576675,1.0,41.62740495708627,53.63474254547255,0.18382896368789997,0.0,positive_means_A0_better,7.428845988528835,9.292443949778097,0.03224599778213322,High,6,16,17.846046363416693,False,A0_formal_train_windows,0.0
34.48317147598786,43.93208543160102,0.15457161023402233,1.0,41.99060027453364,53.3011778142994,0.18775671827063461,0.0,positive_means_A0_better,7.5074287985457815,9.369092382698383,0.03318510803661229,High,10,16,17.87883180869617,False,A0_formal_train_windows,0.0
