a0_mae,a0_rmse,a0_score,a0_win_rate,a1_mae,a1_rmse,a1_score,delta_direction,delta_mae_a1_minus_a0,delta_rmse_a1_minus_a0,delta_score_a1_minus_a0,fine_gate_mean,group_definition,horizon,num_valid_points,num_windows,score_lower_is_better,threshold,volatility_mean
50.0647409923041,60.880846673131366,0.2132395579280263,1.0,59.45807066960121,72.44233839762086,0.2530598338229117,positive_means_A0_better,9.39332967729711,11.561491724489493,0.039820275894885404,0.5391433835029602,shared_difficulty_top10,3,67,6,True,46.62606876257694,0.8120178113917285
46.62732024690998,56.490950070110465,0.20085485224003005,1.0,55.39327501894823,66.86118798619846,0.23857386156958602,positive_means_A0_better,8.76595477203825,10.370237916087994,0.037719009329555964,0.5441774725914001,shared_difficulty_top10,6,134,6,True,45.33536497933524,0.8340540062230447
42.69611093126205,50.85432364834271,0.185727367411454,1.0,51.327998224334046,60.801387062036625,0.22273607358527212,positive_means_A0_better,8.631887293071998,9.947063413693918,0.03700870617381813,0.5400443077087402,shared_difficulty_top10,10,227,6,True,43.79028712387188,0.8099108690494728
