a0_mae,a0_rmse,a0_score,a0_win_rate,a1_mae,a1_rmse,a1_score,coarse_gate_mean,decile,delta_direction,delta_mae_a1_minus_a0,delta_rmse_a1_minus_a0,delta_score_a1_minus_a0,fine_gate_mean,fine_gate_recent6_mean,fine_gate_std,horizon,num_valid_points,num_windows,score_lower_is_better,volatility_max,volatility_mean,volatility_min
34.309362523696,41.88409723697608,0.14205538195102568,1.0,41.34629238353056,50.89840454084353,0.17211696759502368,0.48723867535591125,D1,positive_means_A0_better,7.036929859834558,9.014307303867447,0.030061585643997996,0.5127612948417664,0.5222455859184265,0.009088370017707348,3,68,6,True,0.7151041076391597,0.6871199406406517,0.6221363473979925
34.996106540455536,43.54487798140955,0.15412769308558794,1.0,41.48264155668371,52.32978548931385,0.18357069254773364,0.48723867535591125,D1,positive_means_A0_better,6.486535016228174,8.7849075079043,0.029442999462145708,0.5127612948417664,0.5222455859184265,0.009088370017707348,6,136,6,True,0.7151041076391597,0.6871199406406517,0.6221363473979925
33.52090547386736,42.50786343839495,0.14937687592205376,1.0,40.06501563459505,51.15680726610867,0.17936849489289633,0.48723867535591125,D1,positive_means_A0_better,6.544110160727691,8.648943827713722,0.02999161897084257,0.5127612948417664,0.5222455859184265,0.009088370017707348,10,229,6,True,0.7151041076391597,0.6871199406406517,0.6221363473979925
32.48036171073344,42.51109196888239,0.14135534212551698,1.0,38.924809697848644,49.898167771821775,0.1672605638314464,0.47878074645996094,D2,positive_means_A0_better,6.444447987115204,7.3870758029393855,0.025905221705929432,0.5212192535400391,0.5534673929214478,0.0017514744540676475,3,67,6,True,0.7428569002500311,0.7315911733312532,0.7218140754002061
35.061240925508386,42.86895390391073,0.1539238988619748,1.0,42.2492956273696,51.58095029226503,0.18539998248081335,0.47878074645996094,D2,positive_means_A0_better,7.188054701861212,8.7119963883543,0.03147608361883855,0.5212192535400391,0.5534673929214478,0.0017514744540676475,6,136,6,True,0.7428569002500311,0.7315911733312532,0.7218140754002061
34.29996188693576,42.05778093241988,0.15178268287215946,1.0,41.55774427625868,50.86405182699421,0.18368728748082733,0.47878074645996094,D2,positive_means_A0_better,7.257782389322919,8.806270894574332,0.03190460460866787,0.5212192535400391,0.5534673929214478,0.0017514744540676475,10,225,6,True,0.7428569002500311,0.7315911733312532,0.7218140754002061
36.11702144847197,43.58940488346277,0.15480288272059364,1.0,43.53366268382353,52.54167792342658,0.1871372165083546,0.4728126525878906,D3,positive_means_A0_better,7.4166412353515625,8.952273039963814,0.03233433378776096,0.5271872878074646,0.5634222626686096,0.002305048517882824,3,68,6,True,0.758643090820194,0.7553847601241918,0.7457212547431648
35.35861411023496,43.72050083754371,0.1543143473922801,1.0,42.46623161657533,52.35517388438403,0.1854988331769635,0.4728126525878906,D3,positive_means_A0_better,7.107617506340368,8.63467304684032,0.031184485784683413,0.5271872878074646,0.5634222626686096,0.002305048517882824,6,134,6,True,0.758643090820194,0.7553847601241918,0.7457212547431648
35.53301647731236,43.96116928982104,0.15690943776095503,1.0,42.70994595118931,52.83770570707992,0.18896455709371943,0.4728126525878906,D3,positive_means_A0_better,7.176929473876953,8.876536417258876,0.03205511933276439,0.5271872878074646,0.5634222626686096,0.002305048517882824,10,224,6,True,0.758643090820194,0.7553847601241918,0.7457212547431648
36.892684232271634,46.1438362967879,0.15969777468852875,1.0,43.78695537860577,53.84651209644401,0.18942246674720062,0.46870553493499756,D4,positive_means_A0_better,6.894271146334134,7.702675799656106,0.02972469205867187,0.5312944650650024,0.5612415075302124,0.0019212765619158745,3,65,6,True,0.7785010059279475,0.7682113635272606,0.762749042023312
36.28201113100405,44.003528568601574,0.15719122099480864,1.0,43.060861319082754,51.54655596176595,0.18626959669954798,0.46870553493499756,D4,positive_means_A0_better,6.778850188078707,7.5430273931643725,0.02907837570473934,0.5312944650650024,0.5612415075302124,0.0019212765619158745,6,135,6,True,0.7785010059279475,0.7682113635272606,0.762749042023312
36.859201882102276,45.037502079860985,0.1614725448005699,1.0,43.73887772993608,53.13690798893024,0.19151685437425334,0.46870553493499756,D4,positive_means_A0_better,6.879675847833802,8.099405909069255,0.030044309573683425,0.5312944650650024,0.5612415075302124,0.0019212765619158745,10,220,6,True,0.7785010059279475,0.7682113635272606,0.762749042023312
37.37942235610064,46.05775214404009,0.15784888529412633,1.0,46.05043388815487,56.012479625369586,0.19517246087240558,0.4662826359272003,D5,positive_means_A0_better,8.67101153205423,9.954727481329499,0.037323575578279256,0.5337173342704773,0.5415393114089966,0.0026935345958918333,3,68,6,True,0.7920315446099266,0.785263801525368,0.7806507902727886
38.47059005627529,46.7038129045845,0.16672227682561405,1.0,47.18398784390456,56.8042189488461,0.20422176363834676,0.4662826359272003,D5,positive_means_A0_better,8.713397787629269,10.100406044261597,0.03749948681273271,0.5337173342704773,0.5415393114089966,0.0026935345958918333,6,139,6,True,0.7920315446099266,0.785263801525368,0.7806507902727886
37.277188363554174,46.29923177158135,0.1648544827804256,1.0,45.34463527629469,56.08991834859044,0.20030383635356522,0.4662826359272003,D5,positive_means_A0_better,8.067446912740515,9.79068657700909,0.03544935357313961,0.5337173342704773,0.5415393114089966,0.0026935345958918333,10,229,6,True,0.7920315446099266,0.785263801525368,0.7806507902727886
39.790356832837304,47.60006188161944,0.1649447589846402,1.0,46.53827873108879,56.43748387822136,0.19191338608132383,0.4604823589324951,D6,positive_means_A0_better,6.747921898251484,8.837421996601918,0.02696862709668363,0.5395176410675049,0.5746773481369019,0.0027139773592352867,3,63,6,True,0.8128649407219861,0.8059974536445225,0.8005083683687686
38.31489844689003,46.842373096060015,0.16323753257982576,1.0,44.71640366774339,55.076936225194295,0.19051648467542778,0.4604823589324951,D6,positive_means_A0_better,6.401505220853366,8.23456312913428,0.02727895209560202,0.5395176410675049,0.5746773481369019,0.0027139773592352867,6,130,6,True,0.8128649407219861,0.8059974536445225,0.8005083683687686
37.0694917451351,46.192671838774785,0.16286023717943146,1.0,43.17287354075581,54.076745439929255,0.1906065104221031,0.4604823589324951,D6,positive_means_A0_better,6.103381795620706,7.884073601154469,0.02774627324267165,0.5395176410675049,0.5746773481369019,0.0027139773592352867,10,218,6,True,0.8128649407219861,0.8059974536445225,0.8005083683687686
35.55517763080019,44.84326273724593,0.15397629215852152,1.0,42.137326789624765,53.3680394936062,0.18141766559909264,0.4582231044769287,D7,positive_means_A0_better,6.582149158824578,8.524776756360268,0.027441373440571126,0.5417768955230713,0.5573919415473938,0.0018207847606390715,3,66,6,True,0.8241022591775452,0.8181528169626483,0.8139082533942367
34.20800989324396,43.15516491422622,0.15092999459808262,1.0,40.18698790579131,50.73700971949409,0.17729095484078017,0.4582231044769287,D7,positive_means_A0_better,5.978978012547351,7.58184480526787,0.026360960242697545,0.5417768955230713,0.5573919415473938,0.0018207847606390715,6,132,6,True,0.8241022591775452,0.8181528169626483,0.8139082533942367
34.4681978097411,43.34845295872631,0.15325650775890562,1.0,41.04025419089826,51.43049015008228,0.1816719888298511,0.4582231044769287,D7,positive_means_A0_better,6.572056381157161,8.082037191355965,0.028415481070945492,0.5417768955230713,0.5573919415473938,0.0018207847606390715,10,223,6,True,0.8241022591775452,0.8181528169626483,0.8139082533942367
25.298004612778172,33.37677902499162,0.10971236186201698,1.0,32.13318287242543,41.823158560689,0.13972899813638479,0.4515742361545563,D8,positive_means_A0_better,6.8351782596472574,8.446379535697382,0.030016636274367806,0.5484257340431213,0.5760550498962402,0.0034476295113563538,3,66,6,True,0.8593503379008987,0.8431542854668805,0.8248708657497033
31.86639660551348,41.756611779217856,0.1427088790348547,1.0,38.967680254055345,50.5775588156614,0.1744761965859436,0.4515742361545563,D8,positive_means_A0_better,7.101283648541866,8.820947036443542,0.031767317551088886,0.5484257340431213,0.5760550498962402,0.0034476295113563538,6,131,6,True,0.8593503379008987,0.8431542854668805,0.8248708657497033
33.61650765158913,42.43957187947192,0.1500192178212103,1.0,40.638752191716975,51.08074208578649,0.18107728406762078,0.4515742361545563,D8,positive_means_A0_better,7.0222445401278435,8.64117020631457,0.03105806624641047,0.5484257340431213,0.5760550498962402,0.0034476295113563538,10,220,6,True,0.8593503379008987,0.8431542854668805,0.8248708657497033
