horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,49.855,57.294,-0.300,0.057,0.055,6.849,6.849,6.849,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,60.780,69.766,-0.760,0.069,0.066,8.371,8.371,8.371,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,77.073,87.907,-1.377,0.086,0.082,10.702,10.702,10.702,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
