epoch,train_loss,val_loss,val_MAE_H3,val_RMSE_H3,val_R2_H3,val_Score_H3,val_MAE_H6,val_RMSE_H6,val_R2_H6,val_Score_H6,val_MAE_H10,val_RMSE_H10,val_R2_H10,val_Score_H10,val_score_primary,is_best_epoch,bad_epochs,learning_rate,epoch_time_sec,total_loss,granularity_loss_h3,granularity_loss_h6,granularity_loss_h10,granularity_weight_h3,granularity_weight_h6,granularity_weight_h10,site_weight_mean,site_weight_max,site_weight_min,skipped_train_batches_epoch,skipped_val_batches_epoch,skipped_train_batches_total,skipped_val_batches_total,skipped_batches_total_run,difficulty_level_h10,difficulty_level_h3,difficulty_level_h6,ema_loss_h10,ema_loss_h3,ema_loss_h6,granularity_weight_clip_high_fraction,granularity_weight_clip_low_fraction,granularity_weight_preclip_h10,granularity_weight_preclip_h3,granularity_weight_preclip_h6,initial_loss_h10,initial_loss_h3,initial_loss_h6,raw_loss_h10,raw_loss_h3,raw_loss_h6,relative_training_rate_h10,relative_training_rate_h3,relative_training_rate_h6,site_loss,site_weight_clip_high_fraction,site_weight_clip_low_fraction,skipped_all_invalid_batch,val_difficulty_level_h10,val_difficulty_level_h3,val_difficulty_level_h6,val_ema_loss_h10,val_ema_loss_h3,val_ema_loss_h6,val_granularity_loss_h10,val_granularity_loss_h3,val_granularity_loss_h6,val_granularity_weight_clip_high_fraction,val_granularity_weight_clip_low_fraction,val_granularity_weight_h10,val_granularity_weight_h3,val_granularity_weight_h6,val_granularity_weight_preclip_h10,val_granularity_weight_preclip_h3,val_granularity_weight_preclip_h6,val_initial_loss_h10,val_initial_loss_h3,val_initial_loss_h6,val_official_score_h10,val_official_score_h3,val_official_score_h6,val_raw_loss_h10,val_raw_loss_h3,val_raw_loss_h6,val_relative_training_rate_h10,val_relative_training_rate_h3,val_relative_training_rate_h6,val_site_loss,val_site_weight_clip_high_fraction,val_site_weight_clip_low_fraction,val_site_weight_max,val_site_weight_mean,val_site_weight_min,val_skipped_all_invalid_batch,val_valid_horizon_count,val_valid_node_count,val_weighted_contribution_h10,val_weighted_contribution_h3,val_weighted_contribution_h6,valid_horizon_count,valid_node_count,weighted_contribution_h10,weighted_contribution_h3,weighted_contribution_h6
1,0.2702832536941225,0.32523080706596375,111.48133680555556,121.09329175186572,-5.313998739745407,15.115464132594377,100.29172467170878,111.58297991109619,-3.8705688746897318,13.866828027384111,88.52189797188159,102.02924966197382,-2.9225199537500712,12.34865514220381,12.34865514220381,True,0,0.001,1.5710885000003145,0.2702832536941225,0.27083580128171225,0.2667468992823904,0.2724566395309838,0.5,1.0,1.5,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,0.2724566395309838,0.27083580128171225,0.2667468992823904,1.0,1.0,1.0,0.2733101739802144,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2878592014312744,0.40114322304725647,0.34333205223083496,0.0,0.0,1.5,0.5,1.0,3.0,1.0,2.0,1.0,1.0,1.0,12.34865514220381,15.115464132594377,13.866828027384111,0.2878592014312744,0.40114322304725647,0.34333205223083496,1.0,1.0,1.0,0.29399195313453674,0.0,0.0,1.0,1.0,1.0,0.0,3.0,8.0,0.4317888021469116,0.20057161152362823,0.34333205223083496,3.0,8.0,0.40868495929647575,0.13541790064085613,0.2667468992823904
