epoch,train_loss,val_loss,val_MAE_H3,val_RMSE_H3,val_R2_H3,val_Score_H3,val_MAE_H6,val_RMSE_H6,val_R2_H6,val_Score_H6,val_MAE_H10,val_RMSE_H10,val_R2_H10,val_Score_H10,val_score_primary,is_best_epoch,bad_epochs,learning_rate,epoch_time_sec,total_loss,granularity_loss_h3,granularity_loss_h6,granularity_loss_h10,granularity_weight_h3,granularity_weight_h6,granularity_weight_h10,site_weight_mean,site_weight_max,site_weight_min,skipped_train_batches_epoch,skipped_val_batches_epoch,skipped_train_batches_total,skipped_val_batches_total,skipped_batches_total_run,val_official_score_h10,val_official_score_h3,val_official_score_h6
1,0.7759093222292986,0.752439022064209,120.97229342990451,133.41683025181027,-6.6645305131979455,16.307902729407683,105.059814453125,120.07087317607807,-4.63974043161786,14.521377609735934,96.6506721078092,112.4134603237103,-3.7615945116704532,13.356164253820788,13.356164253820788,True,0,0.001,1.7803134999703616,0.7759093222292986,,,,,,,,,,0,0,0,0,0,13.356164253820788,16.307902729407683,14.521377609735934
