epoch,raw_loss_h3,ema_loss_h3,initial_loss_h3,difficulty_level_h3,relative_training_rate_h3,granularity_loss_h3,granularity_weight_h3,weighted_contribution_h3,raw_loss_h6,ema_loss_h6,initial_loss_h6,difficulty_level_h6,relative_training_rate_h6,granularity_loss_h6,granularity_weight_h6,weighted_contribution_h6,raw_loss_h10,ema_loss_h10,initial_loss_h10,difficulty_level_h10,relative_training_rate_h10,granularity_loss_h10,granularity_weight_h10,weighted_contribution_h10,site_weight_mean,site_weight_min,site_weight_max,total_loss
1,0.14530721910155275,0.18690013892593837,0.42101114988327026,0.8580790230206081,0.8210218369960784,0.14530721910155275,0.6955415053027016,0.10829196916561594,0.1664167385833543,0.20693480077953566,0.4015345275402069,0.9934335350990295,0.9965566652161735,0.1664167385833543,0.9709829463845208,0.16235226909240805,0.1935135236808232,0.23054050668364479,0.3913656175136566,1.1484705536138444,1.1819498113223486,0.1935135236808232,1.333475525038583,0.2502554731856288,1.000058530625843,0.70758012902169,1.3623585309301103,0.2147341054819879
2,0.09783338859641666,0.09823712681730588,0.42101114988327026,0.7877362381844294,0.7524297793706258,0.09783338859641666,0.5737623768193382,0.05666374947144529,0.12260493637913722,0.12300872245714778,0.4015345275402069,0.9894658962885539,0.9909392200765156,0.12260493637913722,0.9479834482783362,0.11614497078418579,0.15128001497082766,0.15164773865115075,0.3913656175136566,1.2197849949200947,1.2533264455341158,0.15128001497082766,1.478254146802993,0.22358990626388686,1.0000612193629854,0.692135379711787,1.363293499038333,0.16370206782150837
3,0.0888901449490392,0.08906669027748562,0.42101114988327026,0.7697540479046958,0.7349375364326295,0.0888901449490392,0.5488906460148948,0.049306530797829616,0.1137445165762348,0.11393061940159116,0.4015345275402069,0.9883269795349666,0.989361340091342,0.1137445165762348,0.938488340945471,0.10666124394885734,0.14253803598029272,0.14273007905908994,0.3913656175136566,1.2388996550015041,1.2723935570035663,0.14253803598029272,1.5126209877786183,0.2156961576746622,1.0000884819598426,0.6913282011236463,1.3742366955393837,0.1532972236030868
4,0.08400979917050834,0.08410240589153199,0.42101114988327026,0.7589145643370492,0.7243966939903441,0.08400979917050834,0.5352809305701937,0.045443850618527966,0.10881013299325151,0.10893211527949288,0.4015345275402069,0.9876102237474351,0.9883783658345541,0.10881013299325151,0.9321955967517126,0.10134958288748747,0.1376559163310698,0.1377824943690073,0.3913656175136566,1.2504656820070177,1.2839278913679577,0.1376559163310698,1.5325234316644214,0.2110265239588798,1.0000852468467893,0.6910826319739932,1.3660367301532201,0.14754461967164562
5,0.0809136991652005,0.08100020585670357,0.42101114988327026,0.7534539815925416,0.7190852332682837,0.0809136991652005,0.5287234644095103,0.04318411848820278,0.10545756925414339,0.10557701821838106,0.4015345275402069,0.9868111868699392,0.9874433835347494,0.10545756925414339,0.9280339348883856,0.0977958168682281,0.13414127383203733,0.13429045354326566,0.3913656175136566,1.25666325149082,1.2901155829429627,0.13414127383203733,1.5432425487609136,0.20710616355185932,1.0000885602973757,0.6973096115248544,1.3819069408235096,0.1435797385516621
6,0.07724180208456716,0.07735249174847489,0.42101114988327026,0.7467658647469112,0.7125830244450342,0.07724180208456716,0.521144837141037,0.04060319938833945,0.10148404158972667,0.10165142975747585,0.4015345275402069,0.9863819820540292,0.9868491221041906,0.10148404158972667,0.9238271872202556,0.0936551455412257,0.12989456563123636,0.13009533388983635,0.3913656175136566,1.2638310903594607,1.2972608418691727,0.12989456563123636,1.5550279146149044,0.20212578504208534,1.0000878155231476,0.6980704421088809,1.3895450206029982,0.13871732518254293
7,0.07388157504009145,0.07397328090100061,0.42101114988327026,0.7403120126043047,0.7063113944871086,0.07388157504009145,0.5151048376446679,0.03834119692116976,0.09788287309796045,0.09800453984311648,0.4015345275402069,0.9861070173127311,0.9864163994789124,0.09788287309796045,0.9196043389184134,0.08989959639698636,0.12598054670684394,0.12613633977515357,0.3913656175136566,1.2706184739158266,1.304021408444359,0.12598054670684394,1.5652907700765701,0.19739671047027305,1.0000920451822735,0.7029454060963222,1.4145335430190678,0.13428219233949978
8,0.07132613141553111,0.07138172842207409,0.42101114988327026,0.7352504182429541,0.7013985151336306,0.07132613141553111,0.5119503940854754,0.036789939036134575,0.09508710130425303,0.09518312439322471,0.4015345275402069,0.9860695038522993,0.9862569718133836,0.09508710130425303,0.9161223422913324,0.08700966880137102,0.1228584154642054,0.1229828801538263,0.3913656175136566,1.2757448900313604,1.3091203763371422,0.1228584154642054,1.5719271722294035,0.19331052867051732,1.0000961984906878,0.706333798737753,1.4275359539758592,0.13074897437223365
9,0.06930683615158477,0.0692863744639215,0.42101114988327026,0.7342834486847832,0.7004537579559145,0.06930683615158477,0.5097222088348298,0.03559980335933942,0.09248022461960619,0.09252974172788007,0.4015345275402069,0.9858277037030174,0.9859888905570621,0.09248022461960619,0.9154865321658906,0.08454854686678044,0.11963364809662813,0.11973425951741991,0.3913656175136566,1.2769876667431423,1.3103656575793312,0.11963364809662813,1.5747911844934737,0.18853884894472764,1.0000879123097375,0.7104062789962405,1.4403720202900114,0.12727237595688728
10,0.0695110230247655,0.06955749328647341,0.42101114988327026,0.7402824861662728,0.7062762629418146,0.0695110230247655,0.5143666312808082,0.03608465557462487,0.0919554342636081,0.09206468869178068,0.4015345275402069,0.9856384433451153,0.9859392671358018,0.0919554342636081,0.9187523535319737,0.08432164471430373,0.11845169243890614,0.1186394805709521,0.3913656175136566,1.2712126482100714,1.3046256933893476,0.11845169243890614,1.566880948770614,0.18573605213150243,1.0000990098430997,0.7014294297922226,1.4509623130162557,0.12618553284555672
11,0.06713072644573365,0.06706545895763806,0.42101114988327026,0.736991156282879,0.7030818533329737,0.06713072644573365,0.512514874906767,0.03467542133675399,0.08921294846977486,0.08917998121607872,0.4015345275402069,0.9855682838530767,0.9857898570242383,0.08921294846977486,0.916356116817111,0.08159894211580344,0.1152504971916122,0.1152543899913629,0.3913656175136566,1.2746196576527187,1.3080130860919044,0.1152504971916122,1.5711289354733058,0.18129777804009634,1.0000811088652837,0.705075504666283,1.460020789645967,0.12266251726874283
12,0.06688149515806772,0.0668595100797358,0.42101114988327026,0.7419969700631641,0.7079371861049107,0.06688149515806772,0.5143414405130204,0.034642729510866,0.08844256398833968,0.08843138819294316,0.4015345275402069,0.9860948857806978,0.9864383019152142,0.08844256398833968,0.9211796587421781,0.0812534189399167,0.11373983397636385,0.11380595933823358,0.3913656175136566,1.269176885627565,1.30259351787113,0.11373983397636385,1.5644788373084295,0.17825192071169652,1.0000853782608397,0.6982634927545275,1.4652817544483003,0.12123061673538316
13,0.06554195748722297,0.06548191314297062,0.42101114988327026,0.7392308601311275,0.7052579803126199,0.06554195748722297,0.5126061794303712,0.033797469824745095,0.08699635779440545,0.08698906494038446,0.4015345275402069,0.9865248949754806,0.9868085412752061,0.08699635779440545,0.9203200090499152,0.07990380249826054,0.11204642527071493,0.1120979107206776,0.3913656175136566,1.2714237973803566,1.3048178008624485,0.11204642527071493,1.5670737573078701,0.17587872891203346,1.0000879293396359,0.706866546188082,1.4623059636070614,0.11936755559983708
14,0.06456801264533443,0.0645529948529743,0.42101114988327026,0.7446574472245716,0.7105244259039561,0.06456801264533443,0.5174578950518653,0.033691167892907325,0.08501845984118121,0.08506844033088003,0.4015345275402069,0.986430828628086,0.9868415665058863,0.08501845984118121,0.9231645274729956,0.07830023204710075,0.10898366798425005,0.10915146047870318,0.3913656175136566,1.2661234980537779,1.299548595859891,0.10898366798425005,1.5593775164513362,0.1701428329041568,1.0000796655813853,0.6972203348364149,1.482524802003588,0.11629998428480966
15,0.06363757733148678,0.06366680816170715,0.42101114988327026,0.7453430729252951,0.7111782749493917,0.06363757733148678,0.5193484858387992,0.03328639747060928,0.08359988491411842,0.08363843102540289,0.4015345275402069,0.9845026847862062,0.9849088016010467,0.08359988491411842,0.9189967022055672,0.07661699155428436,0.10768610092234754,0.10766467913275674,0.3913656175136566,1.2674843680290948,1.3009395956993104,0.10768610092234754,1.5616547368821643,0.16846991967524155,1.0000693474497113,0.7057675202687581,1.4791559605371385,0.11477055233415394
16,0.06609198168526141,0.06599490191964875,0.42101114988327026,0.7555106668245225,0.72105834597633,0.06609198168526141,0.5300048066037042,0.03556318229223042,0.08548689675049491,0.08536573199643975,0.4015345275402069,0.984200731629417,0.984846183799562,0.08548689675049491,0.9236398867198399,0.07878637752056555,0.10902173733338713,0.10892518091769446,0.3913656175136566,1.2575215067182268,1.2910299965313503,0.10902173733338713,1.5463552435239156,0.16844086537741926,1.0000751452786583,0.7019153489952996,1.4883740402403332,0.11650895416027024
17,0.06391049180019415,0.06408380582219078,0.42101114988327026,0.7528515387149084,0.7184658169746398,0.06391049180019415,0.5243915966578893,0.03365045160920742,0.08361198461690303,0.08382649629243782,0.4015345275402069,0.9871841881956372,0.9877792500314259,0.08361198461690303,0.928932207538968,0.07752274813433727,0.10655268428048917,0.10681617848929904,0.3913656175136566,1.2578866413661411,1.2913407620929536,0.10655268428048917,1.5466761407398042,0.1651445963357396,1.0001192450523377,0.7036438956147149,1.4863328837213061,0.11386448107659816
18,0.06148672231771587,0.06155326788624128,0.42101114988327026,0.7543059136186328,0.719882732629776,0.06148672231771587,0.5246624228500184,0.032445774413700744,0.08014065759372341,0.0802602790118683,0.4015345275402069,0.986610465958005,0.9872429657550085,0.08014065759372341,0.9292730547132946,0.07426432089471577,0.10209909417400402,0.10226455926895142,0.3913656175136566,1.256691070397695,1.2901638445400057,0.10209909417400402,1.546064465386527,0.15817536784838834,1.0000792650949388,0.7052489187036242,1.5052362561225892,0.10914029117141451
19,0.05958415884702827,0.05951736764538856,0.42101114988327026,0.7520439803600312,0.7176870277949742,0.05958415884702827,0.5232764889796575,0.031393833839178,0.07782559625750951,0.07774193104179132,0.4015345275402069,0.9860412878649575,0.986618997937157,0.07782559625750951,0.9267086823781331,0.07200306268028896,0.09927712042949029,0.0992214853742293,0.3913656175136566,1.2593608805111476,1.29283005907422,0.09927712042949029,1.5500147785459246,0.1540279771852067,1.000092036099661,0.703372438464846,1.5152950990767706,0.10611463288466136
