horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,47.453,57.461,-0.307,0.053,0.053,6.548,6.548,6.548,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,52.090,64.962,-0.526,0.058,0.056,7.329,7.329,7.329,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,61.815,76.427,-0.797,0.068,0.065,8.699,8.699,8.699,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
