horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,50.577,59.143,-0.385,0.057,0.055,6.944,6.944,6.944,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,60.172,70.015,-0.772,0.068,0.065,8.279,8.279,8.279,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,76.528,88.099,-1.387,0.085,0.081,10.622,10.622,10.622,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
