epoch,train_loss,val_loss,val_MAE_H3,val_RMSE_H3,val_R2_H3,val_Score_H3,val_MAE_H6,val_RMSE_H6,val_R2_H6,val_Score_H6,val_MAE_H10,val_RMSE_H10,val_R2_H10,val_Score_H10,val_score_primary,is_best_epoch,bad_epochs,learning_rate,epoch_time_sec,total_loss,granularity_loss_h3,granularity_loss_h6,granularity_loss_h10,granularity_weight_h3,granularity_weight_h6,granularity_weight_h10,site_weight_mean,site_weight_max,site_weight_min,skipped_train_batches_epoch,skipped_val_batches_epoch,skipped_train_batches_total,skipped_val_batches_total,skipped_batches_total_run,difficulty_level_h10,difficulty_level_h3,difficulty_level_h6,ema_loss_h10,ema_loss_h3,ema_loss_h6,initial_loss_h10,initial_loss_h3,initial_loss_h6,raw_loss_h10,raw_loss_h3,raw_loss_h6,relative_training_rate_h10,relative_training_rate_h3,relative_training_rate_h6,site_loss,skipped_all_invalid_batch,val_difficulty_level_h10,val_difficulty_level_h3,val_difficulty_level_h6,val_ema_loss_h10,val_ema_loss_h3,val_ema_loss_h6,val_granularity_loss_h10,val_granularity_loss_h3,val_granularity_loss_h6,val_granularity_weight_h10,val_granularity_weight_h3,val_granularity_weight_h6,val_initial_loss_h10,val_initial_loss_h3,val_initial_loss_h6,val_official_score_h10,val_official_score_h3,val_official_score_h6,val_raw_loss_h10,val_raw_loss_h3,val_raw_loss_h6,val_relative_training_rate_h10,val_relative_training_rate_h3,val_relative_training_rate_h6,val_site_loss,val_site_weight_max,val_site_weight_mean,val_site_weight_min,val_skipped_all_invalid_batch,val_weighted_contribution_h10,val_weighted_contribution_h3,val_weighted_contribution_h6,weighted_contribution_h10,weighted_contribution_h3,weighted_contribution_h6
1,0.31804391415346234,0.25184775835701395,231.6736676485562,301.36216561601094,0.31075033616488623,31.70094058995233,239.54940198445232,311.2816412639592,0.263199310042314,32.654130446453394,246.67227968918354,320.1489352880015,0.21902462423722202,33.458044558899935,33.458044558899935,True,0,0.001,5008.792204900001,0.31804391415346234,0.2460023130615505,0.2595550514240727,0.27514267216126126,0.9092459914230165,1.0262953962598529,1.0644586057890029,1.0001066548483712,1.3351531902949014,0.7404294939268203,9,20,9,20,29,1.0567628057230087,0.9434920651572091,0.9999472569851648,0.3088916617489996,0.28349075948908214,0.29638788196302596,0.3762367069721222,0.3511618971824646,0.3490999937057495,0.27514267216126126,0.2460023130615505,0.2595550514240727,1.0082608001572746,0.9644560524395533,1.0282105661573864,0.2800070250761651,0.0,1.0783463716506958,0.925451397895813,0.9962022304534912,0.2125217467546463,0.1823890209197998,0.1963326781988144,0.21690745120455185,0.19789499114841003,0.2076517801818993,1.107454538345337,0.8739173412322998,1.0186281204223633,0.3762367069721222,0.3511618971824646,0.3490999937057495,33.458044558899935,31.70094058995233,32.654130446453394,0.21690745120455185,0.19789499114841003,0.2076517801818993,1.029113531112671,0.9462641477584839,1.0246223211288452,0.21810717243710395,1.278952717781067,1.0,0.7990951538085938,0.0,0.24021514123740087,0.17294386450760796,0.21151994254904596,0.28854152431753044,0.22814433452899807,0.2665048415299288
2,0.2386026210816843,0.16391671529003038,177.47086669601146,232.76153742930038,0.5888298853435194,24.301483191118805,188.31803165377204,246.7720190219557,0.5369425910728783,25.738935446113146,198.54267959761302,260.6299408428391,0.482414825640458,26.942705662400353,26.942705662400353,True,0,0.001,8502.246355099996,0.2386026210816843,0.1748781946340674,0.19285606847781883,0.2124141864212496,0.8307888499328069,1.0195433988457634,1.1496677375975108,1.0000983022508168,1.3327317538715544,0.7344858274573371,9,20,18,40,58,1.0992832410903204,0.9026523502100081,0.9973152081171671,0.21381927913143522,0.17681817873602823,0.1946364018533911,0.3762367069721222,0.3511618971824646,0.3490999937057495,0.2124141864212496,0.1748781946340674,0.19285606847781883,1.0498284024851663,0.9235934376716614,1.0264843146006266,0.21592591429750124,0.0,1.1165499687194824,0.8871209621429443,0.9963291883468628,0.17973507940769196,0.14280305802822113,0.1603827029466629,0.14537662302093407,0.12043480533450439,0.1333225002796779,1.1836738586425781,0.80056232213974,1.0157638788223267,0.3762367069721222,0.3511618971824646,0.3490999937057495,26.942705662400353,24.301483191118805,25.738935446113146,0.14537662302093407,0.12043480533450439,0.1333225002796779,1.066498041152954,0.907859206199646,1.0256427526474,0.14638646102735195,1.2370884418487549,1.0,0.7693797945976257,0.0,0.17207850832761648,0.09641556742503839,0.1354241800183763,0.24323419960445802,0.14654943075364385,0.19657898814015
3,0.21126467360272294,0.12109223300857204,146.2571990335825,207.88740019684207,0.6720138968623702,18.012129281830386,157.66059239882642,223.1826684736876,0.6212401461116974,19.6155599341332,169.63550673587943,239.48819499454822,0.5629798733272898,21.102935364815092,21.102935364815092,True,0,0.001,2978.754585499999,0.21126467360272294,0.14917441982437263,0.1689249127390282,0.1907513428213341,0.7847398567767371,1.0140659976573216,1.201194137050992,1.0000771539551871,1.349599648089636,0.7229673521859306,9,20,27,60,87,1.1249423679851351,0.8782915867510296,0.9957066544464657,0.1916720877800669,0.15026646075504166,0.16999558717721985,0.3762367069721222,0.3511618971824646,0.3490999937057495,0.1907513428213341,0.14917441982437263,0.1689249127390282,1.0749550229027158,0.8991921490147,1.0254260863576616,0.19443680973102648,0.0,1.1391452550888062,0.8652092814445496,0.9956454038619995,0.15824997425079346,0.12019480764865875,0.13831497728824615,0.10956589295930261,0.08411446147543272,0.09649944215212385,1.2288140058517456,0.7594934701919556,1.0116926431655884,0.3762367069721222,0.3511618971824646,0.3490999937057495,21.102935364815092,18.012129281830386,19.6155599341332,0.10956589295930261,0.08411446147543272,0.09649944215212385,1.0886412858963013,0.8858916163444519,1.0254669189453125,0.1118807057509419,1.33346688747406,0.9999998807907104,0.7137266993522644,0.0,0.1346361038320442,0.06388438423930404,0.09762777569488697,0.22861927975460583,0.11774128174934718,0.17134415367745826
4,0.1962778030850348,0.10881096017409318,136.2638514871458,197.67714185660665,0.7034403823794475,15.37094455813204,148.2601970618683,215.0673102292533,0.6482842507913282,17.119025494142885,161.06797634188146,233.2900033704536,0.5853081732537757,18.780713130329854,18.780713130329854,True,0,0.001,2978.247039499998,0.1962778030850348,0.1350270142716369,0.15536699100936713,0.1783948064116495,0.7555377738816398,1.0087799591677529,1.2356822558811733,1.0000693982555753,1.3663430378550574,0.7064282386075883,9,20,36,80,116,1.1419460205804735,0.8624761311780839,0.9939567125978924,0.1787041942278544,0.13543046858339083,0.15575087262051446,0.3762367069721222,0.3511618971824646,0.3490999937057495,0.1783948064116495,0.1350270142716369,0.15536699100936713,1.091626288777306,0.8833309576624916,1.024012697026843,0.18226674968110665,0.0,1.1529223918914795,0.8520272970199585,0.9950504302978516,0.1510300636291504,0.11161352694034576,0.13034921884536743,0.09967144078740235,0.07277804329587614,0.08571594042802147,1.2563183307647705,0.7351235151290894,1.0085582733154297,0.3762367069721222,0.3511618971824646,0.3490999937057495,18.780713130329854,15.37094455813204,17.119025494142885,0.09967144078740235,0.07277804329587614,0.08571594042802147,1.1021541357040405,0.872668981552124,1.0251765251159668,0.10210574027368789,1.3253060579299927,1.0,0.722918689250946,0.0,0.12521905811494916,0.05350085101188154,0.0864495208736935,0.2200489183057491,0.10267025052714669,0.1567472888955166
5,0.18212625637118304,0.11247855094731717,142.7895563575883,208.1290619100681,0.6712509092742013,14.535351530619655,152.96569541877835,224.3510774768978,0.6172639875778781,16.13853224725498,165.07229395876874,242.3708483973074,0.5523959750029344,17.813695040599644,17.813695040599644,True,0,0.001,2978.825219999999,0.18212625637118304,0.1224153950436121,0.14313979968250368,0.16661049053959903,0.7282870227382297,1.0052123098146348,1.2665006614866712,1.0000823730514163,1.3677638973508561,0.7022010882695516,9,20,45,100,145,1.1573719700177512,0.8476883899597895,0.9932774821917216,0.1671234775866781,0.12275280736031986,0.1435730272815341,0.3762367069721222,0.3511618971824646,0.3490999937057495,0.16661049053959903,0.1224153950436121,0.14313979968250368,1.1067608509744917,0.8684919348784855,1.0236732241653261,0.17028061399857203,0.0,1.1435531377792358,0.8599237203598022,0.9965230822563171,0.13905933499336243,0.10456918925046921,0.12118005752563477,0.10269224737154944,0.07670402376619488,0.08873592136459875,1.2374916076660156,0.7497272491455078,1.0127811431884766,0.3762367069721222,0.3511618971824646,0.3490999937057495,17.813695040599644,14.535351530619655,16.13853224725498,0.10269224737154944,0.07670402376619488,0.08873592136459875,1.092961311340332,0.8805665373802185,1.0264719724655151,0.10496280637866212,1.3020944595336914,1.0,0.6966941952705383,0.0,0.12708079429465483,0.0575070967366209,0.08987006788152112,0.21079970673922163,0.08969025112576194,0.14388218858325313
6,0.1737185830782567,0.10700718148911413,139.61031282426853,196.14338915620905,0.708024468843379,14.071945142152549,149.34323811917875,212.72500271236632,0.6559036354140013,15.596739212671546,161.5237561010332,231.89593106647897,0.5902495172751177,17.32661008219343,17.32661008219343,True,0,0.001,2978.386191999998,0.1737185830782567,0.11469240422454177,0.13571577484420896,0.15957515412675483,0.7099771465573992,1.0024684511479878,1.2875544082550776,1.0000965640658424,1.3844739658491951,0.6959866884208861,9,20,54,120,174,1.167864734218234,0.8375609097026643,0.9927043426604498,0.15950361266732216,0.11480257862380573,0.13575531609711192,0.3762367069721222,0.3511618971824646,0.3490999937057495,0.15957515412675483,0.11469240422454177,0.13571577484420896,1.1170626816295441,0.8583153699125562,1.0233248043627965,0.16339372563220206,0.0,1.1645276546478271,0.8418358564376831,0.9936362504959106,0.14072780311107635,0.10173199325799942,0.12007637321949005,0.09790642584424313,0.07209178649761355,0.08367232145651833,1.2795735597610474,0.7164308428764343,1.003995656967163,0.3762367069721222,0.3511618971824646,0.3490999937057495,17.32661008219343,14.071945142152549,15.596739212671546,0.09790642584424313,0.07209178649761355,0.08367232145651833,1.1135457754135132,0.8624610304832458,1.0239931344985962,0.10014605795595567,1.2400264739990234,1.0,0.6927729249000549,0.0,0.12527847384099908,0.05164877936495322,0.08400664735070475,0.2052094636516519,0.08203025690724255,0.13603825353844168
7,0.16883083252857128,0.10349218976131085,134.9367901980988,191.26204081303726,0.7223762106059659,13.669521702507584,145.96676919390316,209.15211113118363,0.6673653294918328,15.283105937577972,159.0732668618997,229.2089969970186,0.5996899084649197,17.10905363616315,17.10905363616315,True,0,0.001,2978.2247530000022,0.16883083252857128,0.11027732414848497,0.13123472343292533,0.1553868208701412,0.6975155603317987,0.9988051550728935,1.3036792709713891,1.0000553216253008,1.357580045859019,0.6932345220020839,9,20,63,140,203,1.175774864355723,0.8305637118362245,0.991435496580033,0.1556026655648436,0.11033321136520022,0.13139615477550598,0.3762367069721222,0.3511618971824646,0.3490999937057495,0.1553868208701412,0.11027732414848497,0.13123472343292533,1.124834758894784,0.8512889589582171,1.022196938026519,0.15885679537341707,0.0,1.1571018695831299,0.8520983457565308,0.9907995462417603,0.13569045066833496,0.09992344677448273,0.11618859320878983,0.09551737101414824,0.0683249227529034,0.08076300882098375,1.2651697397232056,0.7350870966911316,0.9997432827949524,0.3762367069721222,0.3511618971824646,0.3490999937057495,17.10905363616315,13.669521702507584,15.283105937577972,0.09551737101414824,0.0683249227529034,0.08076300882098375,1.1062644720077515,0.8728324174880981,1.0209029912948608,0.09777304852877261,1.2251965999603271,1.0,0.7107612490653992,0.0,0.12084568742501456,0.05022476909807764,0.08074227556708805,0.20237165647102937,0.07751250399858205,0.13110536307548282
8,0.16345996525848194,0.10809523477379618,136.82894173531406,196.34160101380328,0.7074340614448582,14.718552831723695,148.5217856227265,213.68930456258946,0.6527769241619328,16.40344863011554,161.88961707533318,232.83373235218528,0.5869287041643237,18.22222404206701,18.22222404206701,False,1,0.001,3606.7703127999994,0.16345996525848194,0.10638200327682723,0.12672874499914463,0.15072537043264933,0.6938202497505006,0.9955577654497964,1.3106219751494272,1.0000413693132855,1.3742454653694516,0.695951125167665,9,20,72,160,232,1.179260724499112,0.828485282545998,0.9901362850552513,0.15112680899245398,0.10667404186512743,0.12707480043172836,0.3762367069721222,0.3511618971824646,0.3490999937057495,0.15072537043264933,0.10638200327682723,0.12672874499914463,1.1282659865560987,0.8492269612493969,1.0209440324987684,0.15418543225775164,0.0,1.1590720415115356,0.8499768376350403,0.9909512400627136,0.12632279098033905,0.09263569116592407,0.10799995064735413,0.09950539064329815,0.07176044014290553,0.08466796165336786,1.2690746784210205,0.7311967611312866,0.999728798866272,0.3762367069721222,0.3511618971824646,0.3490999937057495,18.22222404206701,14.718552831723695,16.40344863011554,0.09950539064329815,0.07176044014290553,0.08466796165336786,1.1081973314285278,0.8706979155540466,1.0211046934127808,0.10148320289551202,1.2477645874023438,1.0000001192092896,0.6715731620788574,0.0,0.12627977163180154,0.05247100140984809,0.08464499960617707,0.1974308001714857,0.07445218235682234,0.12612361412183026
9,0.15913653709881362,0.10562818536358275,133.72107938699853,191.71010245265862,0.7210739315505038,14.519656705201118,146.81946755373482,210.07096178614876,0.6644362368028818,16.298896843691317,161.32884970866155,229.96773947523914,0.5970352571028976,18.218393034500952,18.218393034500952,False,2,0.001,2978.7164140000023,0.15913653709881362,0.10258978130251312,0.12300697985911768,0.14712979089291323,0.684514110712778,0.9939690138612475,1.3215168555577597,1.0000656905628387,1.3767463610285804,0.6989757892631349,9,20,81,180,261,1.184743499188196,0.8233389005774543,0.9898137069883801,0.1470720978365058,0.10260237953847363,0.12300658900113333,0.3762367069721222,0.3511618971824646,0.3490999937057495,0.14712979089291323,0.10258978130251312,0.12300697985911768,1.1336520552635192,0.8440597982633682,1.02074002964156,0.15051044058054686,0.0,1.1690154075622559,0.8422045707702637,0.9887799620628357,0.12766814231872559,0.09197714179754257,0.10798463970422745,0.09762506831088677,0.06887832288618838,0.08237083040159471,1.2891457080841064,0.7168866395950317,0.9939675331115723,0.3762367069721222,0.3511618971824646,0.3490999937057495,18.218393034500952,14.519656705201118,16.298896843691317,0.09762506831088677,0.06887832288618838,0.08237083040159471,1.117962121963501,0.8629353642463684,1.0191025733947754,0.0996328818943269,1.2754113674163818,1.0,0.6576529741287231,0.0,0.12585293781439738,0.04937794943482115,0.0818739310946248,0.1944278458668257,0.07079480095814719,0.12217983726607694
10,0.15567801515793517,0.10344129240454583,129.91044191325767,187.12997632852864,0.7342423149466186,14.198317955292124,143.37214266685461,207.14267117774193,0.6737262359529854,15.926187897189306,158.18855447777818,228.7852644484418,0.601168625508886,17.82461934012005,17.82461934012005,False,3,0.001,2978.7766543000034,0.15567801515793517,0.10018673847077424,0.12026742872510231,0.14402895403937216,0.6807020275365738,0.9928855921540941,1.3264123649824233,1.0000397211029417,1.373674608412243,0.6948068544978188,9,20,90,200,290,1.1872496945517403,0.8211143780322302,0.9895615444296882,0.14423725296344075,0.10039076615302335,0.12045322170569783,0.3762367069721222,0.3511618971824646,0.3490999937057495,0.14402895403937216,0.10018673847077424,0.12026742872510231,1.1361212883676801,0.8418227607295626,1.020539639961152,0.1473910762529288,0.0,1.1774277687072754,0.8307251334190369,0.9918470978736877,0.12280692160129547,0.08664547652006149,0.10345066338777542,0.0961067746743202,0.06605610282509014,0.08009080453592311,1.305422067642212,0.6962270736694336,0.9983509182929993,0.3762367069721222,0.3511618971824646,0.3490999937057495,17.82461934012005,14.198317955292124,15.926187897189306,0.0961067746743202,0.06605610282509014,0.08009080453592311,1.1262156963348389,0.8513309955596924,1.0224530696868896,0.0981919818622028,1.2562590837478638,1.0,0.7227298021316528,0.0,0.12545990450977512,0.04599004716791971,0.07995872825526397,0.19084525422191223,0.06901562712660361,0.11929715913192857
