horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,119.973,165.226,0.843,0.744,0.921,11.649,11.649,11.649,1256027,2051808,0.612,1256027,MW_after_kW_to_MW_conversion,True,True
6,125.295,175.783,0.823,0.709,1.064,12.538,12.538,12.538,2512061,4103616,0.612,2512061,MW_after_kW_to_MW_conversion,True,True
10,132.851,189.259,0.795,0.685,1.295,13.674,13.674,13.674,4186848,6839360,0.612,4186848,MW_after_kW_to_MW_conversion,True,True
