epoch,train_loss,val_loss,val_MAE_H3,val_RMSE_H3,val_R2_H3,val_Score_H3,val_MAE_H6,val_RMSE_H6,val_R2_H6,val_Score_H6,val_MAE_H10,val_RMSE_H10,val_R2_H10,val_Score_H10,val_score_primary,is_best_epoch,bad_epochs,learning_rate,epoch_time_sec,total_loss,granularity_loss_h3,granularity_loss_h6,granularity_loss_h10,granularity_weight_h3,granularity_weight_h6,granularity_weight_h10,site_weight_mean,site_weight_max,site_weight_min,skipped_train_batches_epoch,skipped_val_batches_epoch,skipped_train_batches_total,skipped_val_batches_total,skipped_batches_total_run,difficulty_level_h10,difficulty_level_h3,difficulty_level_h6,dwa_epoch_loss_h10,dwa_epoch_loss_h3,dwa_epoch_loss_h6,dwa_loss_ratio_h10,dwa_loss_ratio_h3,dwa_loss_ratio_h6,dwa_update_count,ema_loss_h10,ema_loss_h3,ema_loss_h6,granularity_weight_clip_high_fraction,granularity_weight_clip_low_fraction,granularity_weight_preclip_h10,granularity_weight_preclip_h3,granularity_weight_preclip_h6,initial_loss_h10,initial_loss_h3,initial_loss_h6,raw_loss_h10,raw_loss_h3,raw_loss_h6,relative_training_rate_h10,relative_training_rate_h3,relative_training_rate_h6,site_loss,site_weight_clip_high_fraction,site_weight_clip_low_fraction,skipped_all_invalid_batch,val_difficulty_level_h10,val_difficulty_level_h3,val_difficulty_level_h6,val_ema_loss_h10,val_ema_loss_h3,val_ema_loss_h6,val_granularity_loss_h10,val_granularity_loss_h3,val_granularity_loss_h6,val_granularity_weight_clip_high_fraction,val_granularity_weight_clip_low_fraction,val_granularity_weight_h10,val_granularity_weight_h3,val_granularity_weight_h6,val_granularity_weight_preclip_h10,val_granularity_weight_preclip_h3,val_granularity_weight_preclip_h6,val_initial_loss_h10,val_initial_loss_h3,val_initial_loss_h6,val_official_score_h10,val_official_score_h3,val_official_score_h6,val_raw_loss_h10,val_raw_loss_h3,val_raw_loss_h6,val_relative_training_rate_h10,val_relative_training_rate_h3,val_relative_training_rate_h6,val_site_loss,val_site_weight_clip_high_fraction,val_site_weight_clip_low_fraction,val_site_weight_max,val_site_weight_mean,val_site_weight_min,val_skipped_all_invalid_batch,val_valid_horizon_count,val_valid_node_count,val_weighted_contribution_h10,val_weighted_contribution_h3,val_weighted_contribution_h6,valid_horizon_count,valid_node_count,weighted_contribution_h10,weighted_contribution_h3,weighted_contribution_h6
1,0.27041891386563127,0.34673944115638733,112.01232486300998,121.43468329141498,-5.349650330745816,15.183282707540291,100.90560891442266,111.99498825771443,-3.9066033993494838,13.946169330726638,89.23094982034546,102.55454268243842,-2.96301376284855,12.44159650752803,12.44159650752803,True,0,0.001,1.55485439999984,0.27041891386563127,0.2705764196474444,0.26717178151011467,0.2735085345127366,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,0.2735085189342499,0.2705764174461365,0.26717182993888855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2735085345127366,0.2705764196474444,0.26717178151011467,1.0,1.0,1.0,0.2743595452471213,0.0,0.0,0.0,1.0,1.0,1.0,0.2735085189342499,0.2705764174461365,0.26717182993888855,0.29077109694480896,0.4035464823246002,0.3459008038043976,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.44159650752803,15.183282707540291,13.946169330726638,0.29077109694480896,0.4035464823246002,0.3459008038043976,1.0,1.0,1.0,0.2969133257865906,0.0,0.0,1.0,1.0,1.0,0.0,3.0,8.0,0.29077109694480896,0.4035464823246002,0.3459008038043976,3.0,8.0,0.2735085345127366,0.2705764196474444,0.26717178151011467
