epoch,raw_loss_h3,ema_loss_h3,initial_loss_h3,difficulty_level_h3,relative_training_rate_h3,granularity_weight_preclip_h3,granularity_loss_h3,granularity_weight_h3,weighted_contribution_h3,dwa_epoch_loss_h3,dwa_loss_ratio_h3,raw_loss_h6,ema_loss_h6,initial_loss_h6,difficulty_level_h6,relative_training_rate_h6,granularity_weight_preclip_h6,granularity_loss_h6,granularity_weight_h6,weighted_contribution_h6,dwa_epoch_loss_h6,dwa_loss_ratio_h6,raw_loss_h10,ema_loss_h10,initial_loss_h10,difficulty_level_h10,relative_training_rate_h10,granularity_weight_preclip_h10,granularity_loss_h10,granularity_weight_h10,weighted_contribution_h10,dwa_epoch_loss_h10,dwa_loss_ratio_h10,site_weight_mean,site_weight_min,site_weight_max,valid_horizon_count,valid_node_count,granularity_weight_clip_low_fraction,granularity_weight_clip_high_fraction,site_weight_clip_low_fraction,site_weight_clip_high_fraction,dwa_update_count,total_loss
1,0.2705712900920348,0.5531437505375255,0.34936729073524475,1.0054709179834886,1.1095419146797874,1.1153286207805981,0.2705712900920348,1.1153286370364102,0.30004438234054914,,,0.2673696587708863,0.5490447811105035,0.3867286443710327,0.9963319111954082,0.9932523017579858,0.9892250218174674,0.2673696587708863,0.9892250191081654,0.26463881226728536,,,0.27387463030490006,0.5499417673457753,0.42893561720848083,0.9981971681118011,0.8972057754343207,0.8954463655298407,0.27387463030490006,0.8954463628205386,0.24792991390282995,,,1.0,1.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,,0.2708710310134021
