node_index,site_weight,ema_node_loss
0,1.1291686296463013,0.1188475638628006
1,0.7984924912452698,0.08404315263032913
2,1.3057847023010254,0.13743680715560913
3,1.1348215341567993,0.11944254487752914
4,1.1137241125106812,0.11722199618816376
5,1.143117070198059,0.12031567096710205
6,1.019691824913025,0.10732488334178925
7,1.106986403465271,0.11651283502578735
8,1.21139657497406,0.12750224769115448
9,1.0512782335281372,0.11064942181110382
10,1.1149365901947021,0.11734960973262787
11,1.092443585395813,0.11498216539621353
12,1.0066636800765991,0.1059536412358284
13,1.0875664949417114,0.11446884274482727
14,1.0718846321105957,0.11281829327344894
15,0.9459758400917053,0.09956610947847366
16,0.997088611125946,0.1049458459019661
17,0.9488232731819153,0.09986580908298492
18,1.0908663272857666,0.11481616646051407
19,0.8630605936050415,0.09083908796310425
20,1.0218217372894287,0.10754906386137009
21,1.3261562585830688,0.13958096504211426
22,1.2664031982421875,0.1332918107509613
23,1.0064926147460938,0.10593564063310623
24,1.0717136859893799,0.11280030757188797
25,1.1005780696868896,0.11583834886550903
26,1.2171070575714111,0.12810328602790833
27,1.1080145835876465,0.11662105470895767
28,1.1437145471572876,0.12037855386734009
29,1.0814954042434692,0.1138298511505127
30,1.2133203744888306,0.12770472466945648
31,1.1555814743041992,0.121627576649189
32,1.1249949932098389,0.11840828508138657
33,1.135908842086792,0.1195569857954979
34,1.1366199254989624,0.119631826877594
35,1.1836750507354736,0.12458448857069016
36,1.0446432828903198,0.10995107889175415
37,0.996762216091156,0.10491149127483368
38,1.2527028322219849,0.13184982538223267
39,1.1013402938842773,0.11591856926679611
40,1.1226850748062134,0.11816515773534775
41,1.0514118671417236,0.11066348850727081
42,0.9218215346336365,0.09702381491661072
43,1.0274568796157837,0.1081421747803688
44,1.1861530542373657,0.12484531104564667
45,1.1083545684814453,0.1166568323969841
46,1.1148229837417603,0.1173376515507698
47,0.9427938461303711,0.09923119843006134
48,0.9913854598999023,0.10434557497501373
49,1.1019835472106934,0.11598627269268036
50,1.1515450477600098,0.1212027370929718
51,1.221308946609497,0.12854553759098053
52,1.1195735931396484,0.11783766001462936
53,1.0174078941345215,0.1070844978094101
54,1.0607919692993164,0.11165076494216919
55,1.0304170846939087,0.10845374315977097
56,1.0070222616195679,0.10599137842655182
57,1.0447529554367065,0.10996261984109879
58,1.1498080492019653,0.12101990729570389
59,1.1622217893600464,0.12232648581266403
60,1.0391204357147217,0.10936979204416275
61,0.9968881011009216,0.10492473840713501
62,0.9987409710884094,0.10511975735425949
63,0.9258538484573364,0.09744822233915329
64,0.9548507332801819,0.1005002111196518
65,1.0068610906600952,0.10597442090511322
66,0.8993080854415894,0.09465421736240387
67,0.8934244513511658,0.09403495490550995
68,1.072688102722168,0.11290286481380463
69,1.0754092931747437,0.11318927258253098
70,1.1120331287384033,0.11704400926828384
71,1.045459508895874,0.11003699153661728
72,0.9712335467338562,0.10222453624010086
73,1.0144370794296265,0.1067718118429184
74,1.0305233001708984,0.10846491903066635
75,0.8745912909507751,0.09205272048711777
76,0.8989812731742859,0.09461982548236847
77,0.8637688159942627,0.09091363102197647
78,0.9300205111503601,0.09788677096366882
79,0.9840494394302368,0.10357344150543213
80,0.9789801239967346,0.10303988307714462
81,0.85188889503479,0.08966324478387833
82,1.009680151939392,0.10627113282680511
83,1.0389564037322998,0.10935252904891968
84,0.853394091129303,0.08982166647911072
85,0.9127562046051025,0.09606966376304626
86,0.9141305088996887,0.09621431678533554
87,1.071722388267517,0.1128012165427208
88,0.9889131188392639,0.10408535599708557
89,0.9092652201652527,0.09570223093032837
90,0.9398362636566162,0.09891990572214127
91,0.7381134629249573,0.07768812030553818
92,0.7584466338157654,0.07982823252677917
93,0.6648567914962769,0.06997768580913544
94,1.018797755241394,0.1072307750582695
95,0.7525001764297485,0.07920235395431519
96,0.7208551168441772,0.07587163895368576
97,0.9305208325386047,0.09793943166732788
98,0.7120620012283325,0.07494614273309708
99,0.7571017146110535,0.07968667894601822
100,0.9770249128341675,0.10283409059047699
101,1.0104107856750488,0.10634803771972656
102,0.912695586681366,0.0960632860660553
103,0.9758428931236267,0.10270968079566956
104,0.933783233165741,0.09828280657529831
105,0.9271194934844971,0.09758143126964569
106,0.9431396722793579,0.09926759451627731
107,1.0677930116653442,0.11238764226436615
108,0.8983303904533386,0.09455131739377975
109,0.9050212502479553,0.095255546271801
110,0.9928027391433716,0.10449474304914474
111,0.8956019878387451,0.09426414221525192
112,0.8665574193000793,0.09120713919401169
113,0.9540780186653137,0.10041888058185577
114,0.7261664867401123,0.07643067091703415
115,0.7575641870498657,0.07973535358905792
116,0.7593138813972473,0.07991950958967209
117,1.2088786363601685,0.1272372305393219
118,0.9891454577445984,0.10410980880260468
119,0.7855212092399597,0.08267789334058762
120,0.8790611624717712,0.09252318739891052
121,0.8150439858436584,0.08578523248434067
122,0.9364132881164551,0.09855962544679642
123,0.7793824672698975,0.08203177899122238
124,0.9554052352905273,0.1005585715174675
125,0.9337191581726074,0.0982760637998581
126,0.9162125587463379,0.09643345326185226
127,0.8914084434509277,0.09382276237010956
128,0.9294450283050537,0.09782620519399643
129,0.9005597829818726,0.09478596597909927
130,1.05338716506958,0.11087138950824738
131,0.9996066093444824,0.10521087050437927
132,1.0266724824905396,0.10805961489677429
133,0.9293349981307983,0.09781461954116821
