batch,macro_prompt_norm_mean,st_prompt_norm_mean,macro_prompt_token_cosine_mean,macro_prompt_token_cosine_max,macro_prompt_node_variance,macro_prompt_batch_variance,st_prompt_node_variance
0,4.0342302322387695,3.9742958545684814,,,,,
