epoch,raw_loss_h3,ema_loss_h3,initial_loss_h3,difficulty_level_h3,relative_training_rate_h3,granularity_loss_h3,granularity_weight_h3,weighted_contribution_h3,raw_loss_h6,ema_loss_h6,initial_loss_h6,difficulty_level_h6,relative_training_rate_h6,granularity_loss_h6,granularity_weight_h6,weighted_contribution_h6,raw_loss_h10,ema_loss_h10,initial_loss_h10,difficulty_level_h10,relative_training_rate_h10,granularity_loss_h10,granularity_weight_h10,weighted_contribution_h10,site_weight_mean,site_weight_min,site_weight_max,total_loss
1,0.14477278040855696,0.18636899235702697,0.4136662781238556,0.8575557864847637,0.8238384394418625,0.14477278040855696,0.697532484077272,0.1083750931761984,0.16578711195888987,0.20634983114543415,0.3976246118545532,0.9933044087319147,0.9926715970039368,0.16578711195888987,0.9669952318781898,0.1611482302544529,0.1927530762517736,0.22982661089017278,0.3859664797782898,1.149150739681153,1.1830421862148104,0.1927530762517736,1.335472275529589,0.2493965293848115,1.000044505085264,0.7087253124940963,1.3718084914343698,0.21387125549926644
2,0.0978105797935901,0.0982449454565843,0.4136662781238556,0.790046006724948,0.7577909018312182,0.0978105797935901,0.5800570398569107,0.05724677589576506,0.12220542582919437,0.12262663422595887,0.3976246118545532,0.9889111286117918,0.9867826419217246,0.12220542582919437,0.9440223713715871,0.11528632766267206,0.1506937954929613,0.15107179993674869,0.3859664797782898,1.218211850098201,1.2522895716485523,0.1506937954929613,1.4759205710320247,0.2224513722505656,1.0000813268479847,0.6853835872241429,1.3766844874336606,0.16299891902932098
3,0.0865442241724741,0.08679130739044576,0.4136662781238556,0.7664434359187171,0.7347491125265757,0.0865442241724741,0.5461332274334771,0.04775639473779874,0.11112448063335921,0.11137198152996244,0.3976246118545532,0.9874080113002233,0.9847335636615753,0.11112448063335921,0.9320044105961209,0.10344038807258844,0.1399288900640039,0.14015579113648052,0.3859664797782898,1.243352640810467,1.277417100043524,0.1399288900640039,1.5218623235112145,0.2130798611647842,1.0000779200167882,0.6923615804740361,1.3773607623009454,0.1500836435616726
4,0.07923043941695725,0.07943393384062108,0.4136662781238556,0.7516583482424418,0.7203098893165588,0.07923043941695725,0.5269299109776815,0.04207517582099368,0.1033259441621566,0.10361023740399451,0.3976246118545532,0.9844450612862905,0.9814183195432027,0.1033259441621566,0.9195400995867593,0.09487190371868981,0.13235110502157893,0.13263848494915736,0.3859664797782898,1.2610038450786045,1.2950802076430548,0.13235110502157893,1.5535299471446447,0.20585665652985755,1.0000981960977826,0.695383525178546,1.3867374522345406,0.14131561732363132
5,0.0742517393617111,0.07439847671914668,0.4136662781238556,0.7430327679429736,0.7118777533372244,0.0742517393617111,0.5165241767962774,0.03858368799075619,0.09765594344782202,0.09784654132312252,0.3976246118545532,0.9811950300421034,0.9779544038431985,0.09765594344782202,0.9088690695308503,0.08861045616355705,0.1266326742690234,0.12684357751693046,0.3859664797782898,1.2728383790879023,1.306937048548744,0.1266326742690234,1.5746066876820155,0.1996867498072689,1.0000969259511856,0.7016921097324008,1.4050875442368644,0.1348531912036595
6,0.07038987443991826,0.07050440550914833,0.4136662781238556,0.7340700535547166,0.7031381561642601,0.07038987443991826,0.50859468181928,0.03599548774673579,0.09358274142600988,0.09371816395294098,0.3976246118545532,0.980104798078537,0.9766552394344693,0.09358274142600988,0.9014752558299474,0.0842276038192797,0.12240769013407685,0.12256339231417293,0.3859664797782898,1.282913049062093,1.3169970347767785,0.12240769013407685,1.589929989973704,0.1948842771753797,1.0000926304431188,0.7016413725557782,1.4283576874505906,0.13001217519243558
7,0.06727528586787612,0.06737324231792063,0.4136662781238556,0.7255618589265006,0.6948488834358397,0.06727528586787612,0.5025935148908979,0.03397217462535076,0.09039206574693251,0.09051713258737609,0.3976246118545532,0.9793724820727394,0.9757291234674907,0.09039206574693251,0.8946443245524451,0.08080281309946948,0.11912322557043462,0.1192671153871786,0.3859664797782898,1.292123129821959,1.3261837363243103,0.11912322557043462,1.6027620815095447,0.19110521262534058,1.0000883164859953,0.703680449156534,1.4272875819887434,0.12626842602732635
8,0.06418242424494769,0.0642738770338751,0.4136662781238556,0.7186697045962016,0.6881328673589797,0.06418242424494769,0.4974644414016179,0.03200970123390995,0.08704137562386442,0.08716796890255951,0.3976246118545532,0.9784210974261874,0.9746200425284249,0.08704137562386442,0.8885154868875231,0.0772516963039177,0.1155476488306054,0.11570705501806168,0.3859664797782898,1.2999014354887464,1.3339474950517927,0.1155476488306054,1.6140199542045592,0.18678491351099102,1.0001071160747892,0.7059655694734482,1.4495328085763113,0.12225751606304021
9,0.062386570649854305,0.062407897341819035,0.4136662781238556,0.716111934185028,0.685641796815963,0.062386570649854305,0.49619930542650675,0.03102110716189101,0.08486008907904465,0.08492215385749227,0.3976246118545532,0.9781458579358601,0.9742866396903992,0.08486008907904465,0.8861768759432294,0.07511777448899976,0.11293332860139864,0.11302294003821554,0.3859664797782898,1.3027177907171703,1.3367563724517821,0.11293332860139864,1.617623725959233,0.18298270477439674,1.000091514700935,0.704012378056844,1.4772388282276334,0.11942736381842267
10,0.061682841014206125,0.06164188617396922,0.4136662781238556,0.7194928924242655,0.688928709143684,0.061682841014206125,0.49757495323816936,0.030742265701551606,0.08355237304290944,0.0835406887921549,0.3976246118545532,0.9782114298570723,0.9744259286494482,0.08355237304290944,0.8886585454146068,0.07413334373714654,0.11090240095121165,0.11092396928440956,0.3859664797782898,1.2993414788019089,1.3333964875766209,0.11090240095121165,1.6137664005869912,0.17931353397203495,1.0001004803748357,0.6973469544024694,1.472076408068339,0.11735078727915174
