horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,42.381,53.552,-0.135,0.048,0.046,5.875,5.875,5.875,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,41.472,52.675,-0.003,0.046,0.045,5.891,5.891,5.891,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,57.412,71.660,-0.579,0.063,0.060,8.197,8.197,8.197,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
