epoch,train_loss,val_loss,val_MAE_H3,val_RMSE_H3,val_R2_H3,val_Score_H3,val_MAE_H6,val_RMSE_H6,val_R2_H6,val_Score_H6,val_MAE_H10,val_RMSE_H10,val_R2_H10,val_Score_H10,val_score_primary,is_best_epoch,bad_epochs,learning_rate,epoch_time_sec,total_loss,granularity_loss_h3,granularity_loss_h6,granularity_loss_h10,granularity_weight_h3,granularity_weight_h6,granularity_weight_h10,site_weight_mean,site_weight_max,site_weight_min,skipped_train_batches_epoch,skipped_val_batches_epoch,skipped_train_batches_total,skipped_val_batches_total,skipped_batches_total_run,val_official_score_h10,val_official_score_h3,val_official_score_h6
1,0.4984447754564739,0.30176733379146736,147.21359169033963,203.47934833580902,0.6857756887575331,14.797611963906384,154.75569532994547,219.99604644770392,0.6319788645603011,16.04021525757055,163.30430463939183,237.31264809256996,0.5708837231944879,17.453909846112385,17.453909846112385,True,0,0.001,78.70841580000706,0.4984447754564739,,,,,,,,,,9,20,9,20,29,17.453909846112385,14.797611963906384,16.04021525757055
2,0.4354813279140563,0.2751478834967748,121.41835148519705,173.57563591830103,0.7713471405673936,12.21298853192708,133.58906440806277,196.494318859241,0.7064088194620175,13.935924069554357,146.88124031922354,219.57435864365866,0.6326361119321109,15.824519989811058,15.824519989811058,True,0,0.001,77.18796290003229,0.4354813279140563,,,,,,,,,,9,20,18,40,58,15.824519989811058,12.21298853192708,13.935924069554357
3,0.4157491024051394,0.2626395165057752,110.35588109906601,159.74074792245105,0.8063441887823011,11.078240301903325,124.31988001851387,185.02528171751064,0.7396814258573208,12.893868255878534,139.1124039167396,209.70521333841245,0.6649175581195126,14.900461229814077,14.900461229814077,True,0,0.001,77.63257140002679,0.4157491024051394,,,,,,,,,,9,20,27,60,87,14.900461229814077,11.078240301903325,12.893868255878534
4,0.40736701020172666,0.2580344803686359,105.94627904616766,153.75846130841254,0.8205773960244435,10.660022091314868,120.97314243987928,180.5356999953488,0.7521612574472553,12.569827833776754,136.66896449426395,206.33582242809445,0.6755987762902715,14.659705946732714,14.659705946732714,True,0,0.001,77.08917490002932,0.40736701020172666,,,,,,,,,,9,20,36,80,116,14.659705946732714,10.660022091314868,12.569827833776754
5,0.39989223309925626,0.2576853715048488,103.78963442185571,150.81147895382833,0.8273892241338141,10.449386886544891,119.70485694713611,179.04554367035533,0.7562357344342006,12.424674669628986,136.0801035168496,205.73763472648966,0.6774769914357176,14.547695282295203,14.547695282295203,True,0,0.001,77.64496990002226,0.39989223309925626,,,,,,,,,,9,20,45,100,145,14.547695282295203,10.449386886544891,12.424674669628986
6,0.39526568317697164,0.2543097213461188,99.5197552009406,147.68370943444654,0.8344747352665637,10.106721377485545,116.4831102710129,176.73758162066727,0.762479649942785,12.19346004888058,133.93035786497722,204.09769485665558,0.6825981772671195,14.404235161205968,14.404235161205968,True,0,0.001,77.05161429999862,0.39526568317697164,,,,,,,,,,9,20,54,120,174,14.404235161205968,10.106721377485545,12.19346004888058
7,0.38884891597997573,0.25248372562119525,99.03263466648652,146.0053649296441,0.8382155655753034,10.049689816391098,115.74586760934112,175.0321507161963,0.7670414432690598,12.103789257047534,132.91421018548354,202.32421830960894,0.6880902437085188,14.28119178385905,14.28119178385905,True,0,0.001,77.41652329999488,0.38884891597997573,,,,,,,,,,9,20,63,140,203,14.28119178385905,10.049689816391098,12.103789257047534
8,0.3829163948694865,0.24796079345084177,94.37699098196926,140.3255778770283,0.8505579606379161,9.592453200175461,111.46046666177332,169.8840213614285,0.7805436892884305,11.66897665227107,129.09168286272882,197.8160305763573,0.7018353292806407,13.892561886725703,13.892561886725703,True,0,0.001,77.34405429998878,0.3829163948694865,,,,,,,,,,9,20,72,160,232,13.892561886725703,9.592453200175461,11.66897665227107
9,0.3778131762075992,0.2553404706800953,98.3900223773155,143.88820310527572,0.8428734825248645,9.976803020162043,115.31063483887516,173.78000468145802,0.7703626017644005,12.027852399181976,132.44838349940267,201.9411131714008,0.6892703406724712,14.179020632033277,14.179020632033277,False,1,0.001,77.79957209998975,0.3778131762075992,,,,,,,,,,9,20,81,180,261,14.179020632033277,9.976803020162043,12.027852399181976
10,0.37406845990391,0.25875373213125274,97.88749208209319,144.77596651985894,0.8409286185549685,9.914139239915837,115.4134223495065,175.01145659352562,0.7670965255832924,12.001353746484437,133.50781116116042,203.8612610702797,0.6833331296900864,14.235309122916405,14.235309122916405,False,2,0.001,77.28701669996371,0.37406845990391,,,,,,,,,,9,20,90,200,290,14.235309122916405,9.914139239915837,12.001353746484437
11,0.3691750168090775,0.2507603565698921,90.86793158527182,139.24103271932367,0.8528590423858328,9.426597793719147,110.19402198695755,170.6556116547742,0.7785456803454399,11.764109575648394,129.66560275079735,199.84441537955232,0.6956892811012858,14.195197756610018,14.195197756610018,False,3,0.001,77.22306990000652,0.3691750168090775,,,,,,,,,,9,20,99,220,319,14.195197756610018,9.426597793719147,11.764109575648394
12,0.36734273923294886,0.2535088276536447,91.70428125228537,140.97079951581625,0.8491805222889341,9.493112033215587,111.80109134415741,172.54662265612947,0.7736106801918445,11.928526491228656,132.47050430889706,202.72409351830294,0.6868561034394158,14.449533146419158,14.449533146419158,False,4,0.001,78.77152439998463,0.36734273923294886,,,,,,,,,,9,20,108,240,348,14.449533146419158,9.493112033215587,11.928526491228656
