horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,num_valid_points
3,40.659449617627644,50.005146484518626,0.010034261185707938,0.04559990254903271,0.04533676389516311,5443.917643229167,5443.917643229167,5443.917643229167,71.0
6,46.6393074088997,58.17115254991983,-0.22333473739038556,0.05174410690697356,0.05071847750960074,6246.82958984375,6246.82958984375,6246.82958984375,143.0
10,59.41312015804785,76.26684175530016,-0.7891047067399097,0.06539100472797167,0.0627548803649046,7959.377278645833,7959.377278645833,7959.377278645833,239.0
