seed,model,horizon,MAE,RMSE,R2,Score,best_epoch,best_val_score
2026,STMGPrompt_Full_MSMGDWU_DiffusionHistory,3,38.899,52.107,-0.075,5.378,1,16.354854079334064
2027,STMGPrompt_Full_MSMGDWU_DiffusionHistory,3,42.65,51.038,-0.177,5.946,1,24.19653079961508
2026,STMGPrompt_Full_MSMGDWU_DiffusionHistory,6,52.064,67.564,-0.65,7.404,1,16.354854079334064
2027,STMGPrompt_Full_MSMGDWU_DiffusionHistory,6,48.161,56.568,-0.258,6.713,1,24.19653079961508
2026,STMGPrompt_Full_MSMGDWU_DiffusionHistory,10,74.241,91.699,-1.586,10.631,1,16.354854079334064
2027,STMGPrompt_Full_MSMGDWU_DiffusionHistory,10,58.277,69.784,-0.651,8.303,1,24.19653079961508
