model,horizon,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,Score_mean,Score_std,num_seeds
STMGPrompt_Full_MSMGDWU_DiffusionHistory,3,40.7745,2.6523575362307383,51.5725,0.7558971490884212,-0.126,0.07212489168102784,5.662,0.40163665171395874,2
STMGPrompt_Full_MSMGDWU_DiffusionHistory,6,50.1125,2.759837766971094,62.065999999999995,7.775346165927273,-0.454,0.27718585822512665,7.0585,0.48861078579990425,2
STMGPrompt_Full_MSMGDWU_DiffusionHistory,10,66.259,11.288252654862044,80.7415,15.496245109703183,-1.1185,0.661144840409422,9.467,1.6461445866022821,2
