batch,layer,macro_attn_entropy,fine_attn_entropy,fusion_gate_mean,fusion_gate_std,macro_prompt_norm_mean,h_fine_spatial_delta_norm,h_coarse_spatial_delta_norm,h_fine_spatial_delta_ratio,h_coarse_spatial_delta_ratio
0,0,1.2461401224136353,2.483323574066162,0.4918685555458069,0.03962785378098488,3.994105100631714,2.683263063430786,3.0977001190185547,1.7793165445327759,2.9776837825775146
