split,TurbID,node_index,horizon,Score,MAE,RMSE,valid_target_count,reference_val_score_h10,reference_val_rank_desc,hard_turbine_threshold_val_score_h10,is_top10pct_hard_turbine,hard_group_rule
val,55,54,6,0.22774085259908416,225.72925013860745,328.96493359938256,6223,0.22941599183956243,62,0.2609385788627858,False,top_14_by_validation_H10_Score
val,55,54,10,0.22941599183956243,227.53137559793313,332.2038049756771,10364,0.22941599183956243,62,0.2609385788627858,False,top_14_by_validation_H10_Score
val,56,55,3,0.22523590043414282,222.38850042836913,314.90604140154437,3348,0.23018677029542522,57,0.2609385788627858,False,top_14_by_validation_H10_Score
val,56,55,6,0.22809294653501125,224.0055687807664,317.4575378575441,6693,0.23018677029542522,57,0.2609385788627858,False,top_14_by_validation_H10_Score
val,56,55,10,0.23018677029542522,226.02271997026733,320.7887223725596,11143,0.23018677029542522,57,0.2609385788627858,False,top_14_by_validation_H10_Score
val,57,56,3,0.22927738740613,227.9777121468241,320.2691493710651,3275,0.23263393006273733,50,0.2609385788627858,False,top_14_by_validation_H10_Score
val,57,56,6,0.23107357733745432,229.73581740729782,323.0199107258828,6547,0.23263393006273733,50,0.2609385788627858,False,top_14_by_validation_H10_Score
val,57,56,10,0.23263393006273733,231.92431826533803,326.7169632100408,10898,0.23263393006273733,50,0.2609385788627858,False,top_14_by_validation_H10_Score
val,58,57,3,0.22074494920694337,219.45185052078912,316.5234200510909,3995,0.22749144728113732,66,0.2609385788627858,False,top_14_by_validation_H10_Score
val,58,57,6,0.22390761737943327,221.2062976410214,319.2661875666032,7990,0.22749144728113732,66,0.2609385788627858,False,top_14_by_validation_H10_Score
val,58,57,10,0.22749144728113732,223.48156014234743,322.9722495545826,13312,0.22749144728113732,66,0.2609385788627858,False,top_14_by_validation_H10_Score
val,59,58,3,0.2229879216335106,221.821610993523,318.825162196311,3130,0.22559521990595233,70,0.2609385788627858,False,top_14_by_validation_H10_Score
val,59,58,6,0.22468544732419377,223.5111851334448,321.5663309966179,6257,0.22559521990595233,70,0.2609385788627858,False,top_14_by_validation_H10_Score
val,59,58,10,0.22559521990595233,225.50930780647028,324.9213501542228,10419,0.22559521990595233,70,0.2609385788627858,False,top_14_by_validation_H10_Score
val,60,59,3,0.23188393430212276,229.7521039198339,321.57408035726405,2875,0.23512754023748986,47,0.2609385788627858,False,top_14_by_validation_H10_Score
val,60,59,6,0.23340126554672272,231.41797130806162,324.221377659289,5747,0.23512754023748986,47,0.2609385788627858,False,top_14_by_validation_H10_Score
val,60,59,10,0.23512754023748986,233.36835252874636,327.5813958904813,9570,0.23512754023748986,47,0.2609385788627858,False,top_14_by_validation_H10_Score
val,61,60,3,0.22519157092534345,223.03866850174109,316.2880708410248,3177,0.22752130442305585,65,0.2609385788627858,False,top_14_by_validation_H10_Score
val,61,60,6,0.22670438293738174,224.66723544063427,319.0054774920038,6351,0.22752130442305585,65,0.2609385788627858,False,top_14_by_validation_H10_Score
val,61,60,10,0.22752130442305585,226.62181385948264,322.41256014552715,10574,0.22752130442305585,65,0.2609385788627858,False,top_14_by_validation_H10_Score
val,62,61,3,0.22793150845518614,227.07766524589582,321.6888284072754,3298,0.22999165074816139,59,0.2609385788627858,False,top_14_by_validation_H10_Score
