epoch,raw_loss_h3,ema_loss_h3,initial_loss_h3,difficulty_level_h3,relative_training_rate_h3,granularity_weight_preclip_h3,granularity_loss_h3,granularity_weight_h3,weighted_contribution_h3,dwa_epoch_loss_h3,dwa_loss_ratio_h3,raw_loss_h6,ema_loss_h6,initial_loss_h6,difficulty_level_h6,relative_training_rate_h6,granularity_weight_preclip_h6,granularity_loss_h6,granularity_weight_h6,weighted_contribution_h6,dwa_epoch_loss_h6,dwa_loss_ratio_h6,raw_loss_h10,ema_loss_h10,initial_loss_h10,difficulty_level_h10,relative_training_rate_h10,granularity_weight_preclip_h10,granularity_loss_h10,granularity_weight_h10,weighted_contribution_h10,dwa_epoch_loss_h10,dwa_loss_ratio_h10,site_weight_mean,site_weight_min,site_weight_max,valid_horizon_count,valid_node_count,granularity_weight_clip_low_fraction,granularity_weight_clip_high_fraction,site_weight_clip_low_fraction,site_weight_clip_high_fraction,dwa_update_count,total_loss
1,0.2705764196474444,1.0,1.0,1.0,1.0,1.0,0.2705764196474444,1.0,0.2705764196474444,0.2705764174461365,1.0,0.26717178151011467,1.0,1.0,1.0,1.0,1.0,0.26717178151011467,1.0,0.26717178151011467,0.26717182993888855,1.0,0.2735085345127366,1.0,1.0,1.0,1.0,1.0,0.2735085345127366,1.0,0.2735085345127366,0.2735085189342499,1.0,1.0,1.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,0.27041891386563127
