node_index,site_weight,ema_node_loss
0,1.5180368423461914,0.502210795879364
1,1.0758520364761353,0.3559231758117676
2,1.052809715270996,0.34830009937286377
3,0.837455689907074,0.27705472707748413
4,0.7713075876235962,0.255171000957489
5,0.9709506034851074,0.32121872901916504
6,0.9071390628814697,0.30010801553726196
7,0.8664484024047852,0.28664636611938477
