horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,50.628,62.567,-0.550,0.057,0.056,7.354,7.354,7.354,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,50.330,62.327,-0.404,0.056,0.055,7.272,7.272,7.272,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,53.736,66.347,-0.354,0.059,0.057,7.712,7.712,7.712,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
