valid_target_count,MAE_H10,MAE_H3,MAE_H6,R2_H10,R2_H3,R2_H6,RMSE_H10,RMSE_H3,RMSE_H6,Score_H10,Score_H3,Score_H6,TurbID,node_index
29,43.538,59.408,56.699,-1.872,-21.520,-7.448,53.410,67.320,64.780,0.049,0.064,0.061,1,0
30,35.989,48.603,44.356,-1.418,-20.677,-7.074,44.652,55.319,51.406,0.040,0.052,0.048,2,1
30,25.692,21.462,22.760,-0.716,-3.062,-3.187,30.081,23.481,25.787,0.028,0.022,0.024,3,2
30,37.003,36.720,30.767,-0.403,-2.219,-1.140,42.603,40.611,34.856,0.040,0.038,0.033,4,3
30,45.675,23.561,33.650,-0.749,-7.478,-0.554,55.539,26.156,39.715,0.050,0.025,0.037,5,4
30,52.522,42.330,38.482,-3.646,-5.030,-7.023,63.338,53.348,48.141,0.058,0.048,0.043,6,5
30,66.502,46.541,47.171,-4.747,-8.894,-7.736,77.357,58.384,57.804,0.072,0.052,0.052,7,6
30,104.710,80.951,91.546,-13.703,-21.307,-12.736,111.162,88.978,99.738,0.108,0.085,0.095,8,7
