horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,45.027,51.753,-0.060,0.051,0.049,6.212,6.212,6.212,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,54.609,63.122,-0.440,0.061,0.059,7.550,7.550,7.550,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,69.634,80.176,-0.977,0.077,0.074,9.700,9.700,9.700,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
