batch,horizon,fine_history_attention_entropy,coarse_history_attention_entropy,macro_attention_entropy,fine_effective_history_steps,coarse_effective_history_steps,fine_expected_lag,coarse_expected_lag,fine_context_norm,coarse_context_norm,macro_context_norm
0,1,2.4837684631347656,2.482539653778076,1.3479136228561401,11.986349105834961,11.97162914276123,5.636395454406738,5.422809600830078,1.2097952365875244,1.201753854751587,0.6538155674934387
0,2,2.4836020469665527,2.480989456176758,1.3167648315429688,11.984354972839355,11.953085899353027,5.649950981140137,5.337605953216553,1.2116153240203857,1.2059680223464966,0.6820381879806519
0,3,2.4841315746307373,2.482022762298584,1.3598005771636963,11.990702629089355,11.96544361114502,5.584296703338623,5.3738532066345215,1.210296630859375,1.2013921737670898,0.7662814855575562
0,4,2.4836971759796143,2.483427047729492,1.3683326244354248,11.985495567321777,11.982258796691895,5.646690368652344,5.500605583190918,1.2153995037078857,1.208681344985962,0.7007110118865967
0,5,2.484450101852417,2.4825029373168945,1.3335909843444824,11.994523048400879,11.971190452575684,5.535488128662109,5.387200832366943,1.2059082984924316,1.201412320137024,0.6364049315452576
0,6,2.4826529026031494,2.483452796936035,1.353361964225769,11.972986221313477,11.982565879821777,5.702892303466797,5.485964775085449,1.215362548828125,1.207277774810791,0.6351603269577026
0,7,2.4839680194854736,2.48154616355896,1.3689017295837402,11.988740921020508,11.959742546081543,5.600675106048584,5.408718109130859,1.2086076736450195,1.1958065032958984,0.8057028651237488
0,8,2.483438730239868,2.483555793762207,1.3582196235656738,11.98239803314209,11.983800888061523,5.651822090148926,5.462716579437256,1.2151039838790894,1.21159029006958,0.623494565486908
0,9,2.4837374687194824,2.4830305576324463,1.3699421882629395,11.985978126525879,11.977507591247559,5.62056827545166,5.526782035827637,1.2127914428710938,1.2075464725494385,0.6879817843437195
0,10,2.4844770431518555,2.4829399585723877,1.3390247821807861,11.99484634399414,11.976423263549805,5.539717674255371,5.431601524353027,1.2102504968643188,1.2045462131500244,0.6689192652702332
