batch,layer,macro_attn_entropy,fine_attn_entropy,fusion_gate_mean,fusion_gate_std,macro_prompt_norm_mean,h_fine_spatial_delta_norm,h_coarse_spatial_delta_norm,h_fine_spatial_delta_ratio,h_coarse_spatial_delta_ratio
0,0,1.3168493509292603,2.4815897941589355,0.4971817433834076,0.0524430051445961,4.026567459106445,2.6316800117492676,3.104278087615967,1.661526083946228,2.864938497543335
