batch,layer,macro_attn_entropy,fine_attn_entropy,fusion_gate_mean,fusion_gate_std,macro_prompt_norm_mean,h_fine_spatial_delta_norm,h_coarse_spatial_delta_norm
0,,1.254239559173584,2.484710216522217,0.5182297229766846,0.03665903955698013,,,
0,0,1.254239559173584,2.484710216522217,0.5182297229766846,0.03665903955698013,4.007979869842529,2.3066816329956055,2.8432185649871826
