horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,86.308,95.370,-2.601,0.101,0.095,11.632,11.632,11.632,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,99.636,108.547,-3.260,0.116,0.108,13.520,13.520,13.520,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,119.674,129.347,-4.146,0.137,0.127,16.359,16.359,16.359,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
