horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,125.050,174.935,0.824,0.625,1.242,12.629,12.629,12.629,1256027,2051808,0.612,1256027,MW_after_kW_to_MW_conversion,True,True
6,129.574,183.462,0.807,0.615,1.416,13.512,13.512,13.512,2512061,4103616,0.612,2512061,MW_after_kW_to_MW_conversion,True,True
10,137.448,196.182,0.779,0.622,1.602,14.610,14.610,14.610,4186848,6839360,0.612,4186848,MW_after_kW_to_MW_conversion,True,True
