horizon,volatility_group,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied,gate_mean
3,low,39.437,54.724,-0.199,0.044,0.043,5.445,5.445,5.445,24,24,1.000,24,MW_after_kW_to_MW_conversion,True,False,0.597
6,low,52.948,69.198,-0.724,0.059,0.056,7.496,7.496,7.496,48,48,1.000,48,MW_after_kW_to_MW_conversion,True,False,0.597
10,low,74.494,91.344,-1.653,0.082,0.078,10.644,10.644,10.644,80,80,1.000,80,MW_after_kW_to_MW_conversion,True,False,0.597
3,medium,39.333,51.599,-0.021,0.044,0.043,5.399,5.399,5.399,24,24,1.000,24,MW_after_kW_to_MW_conversion,True,False,0.608
6,medium,48.241,64.393,-0.508,0.054,0.052,6.945,6.945,6.945,48,48,1.000,48,MW_after_kW_to_MW_conversion,True,False,0.608
10,medium,68.635,86.731,-1.337,0.076,0.072,9.895,9.895,9.895,80,80,1.000,80,MW_after_kW_to_MW_conversion,True,False,0.608
3,high,38.559,47.217,0.052,0.044,0.043,5.426,5.426,5.426,23,24,0.958,23,MW_after_kW_to_MW_conversion,True,False,0.611
6,high,47.906,60.220,-0.378,0.054,0.052,6.732,6.732,6.732,47,48,0.979,47,MW_after_kW_to_MW_conversion,True,False,0.611
10,high,66.417,83.297,-1.137,0.074,0.070,9.500,9.500,9.500,79,80,0.988,79,MW_after_kW_to_MW_conversion,True,False,0.611
