horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,39.069,48.709,0.061,0.044,0.043,5.543,5.543,5.543,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,False
6,44.701,56.661,-0.161,0.050,0.048,6.345,6.345,6.345,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,False
10,55.694,68.326,-0.436,0.061,0.059,7.891,7.891,7.891,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,False
