valid_target_count,MAE_H10,MAE_H3,MAE_H6,R2_H10,R2_H3,R2_H6,RMSE_H10,RMSE_H3,RMSE_H6,Score_H10,Score_H3,Score_H6,TurbID,node_index
29,25.492,25.552,20.566,-0.103,-4.248,-0.464,33.099,32.499,26.966,0.029,0.027,0.022,1,0
30,26.500,44.768,30.827,-0.313,-16.727,-3.402,32.904,50.025,37.959,0.030,0.047,0.034,2,1
30,49.660,31.060,40.148,-4.732,-8.314,-11.693,54.970,35.556,44.899,0.052,0.033,0.042,3,2
30,42.912,26.600,28.408,-0.894,-1.034,-0.969,49.493,32.281,33.432,0.046,0.029,0.031,4,3
30,44.330,15.343,27.863,-0.729,-4.808,-0.449,55.226,21.649,38.359,0.050,0.018,0.033,5,4
30,64.522,43.025,48.798,-4.759,-4.235,-8.625,70.518,49.708,52.727,0.067,0.046,0.051,6,5
30,72.078,41.204,53.705,-4.981,-5.205,-8.258,78.918,46.236,59.506,0.075,0.044,0.057,7,6
30,119.054,83.499,105.954,-17.239,-21.238,-16.194,123.808,88.839,111.587,0.121,0.086,0.109,8,7
