epoch,train_loss,val_loss,val_MAE_H3,val_RMSE_H3,val_R2_H3,val_Score_H3,val_MAE_H6,val_RMSE_H6,val_R2_H6,val_Score_H6,val_MAE_H10,val_RMSE_H10,val_R2_H10,val_Score_H10,val_score_primary,is_best_epoch,bad_epochs,learning_rate,epoch_time_sec,total_loss,granularity_loss_h3,granularity_loss_h6,granularity_loss_h10,granularity_weight_h3,granularity_weight_h6,granularity_weight_h10,site_weight_mean,site_weight_max,site_weight_min,skipped_train_batches_epoch,skipped_val_batches_epoch,skipped_train_batches_total,skipped_val_batches_total,skipped_batches_total_run,difficulty_level_h10,difficulty_level_h3,difficulty_level_h6,ema_loss_h10,ema_loss_h3,ema_loss_h6,initial_loss_h10,initial_loss_h3,initial_loss_h6,raw_loss_h10,raw_loss_h3,raw_loss_h6,relative_training_rate_h10,relative_training_rate_h3,relative_training_rate_h6,site_loss,skipped_all_invalid_batch,val_difficulty_level_h10,val_difficulty_level_h3,val_difficulty_level_h6,val_ema_loss_h10,val_ema_loss_h3,val_ema_loss_h6,val_granularity_loss_h10,val_granularity_loss_h3,val_granularity_loss_h6,val_granularity_weight_h10,val_granularity_weight_h3,val_granularity_weight_h6,val_initial_loss_h10,val_initial_loss_h3,val_initial_loss_h6,val_official_score_h10,val_official_score_h3,val_official_score_h6,val_raw_loss_h10,val_raw_loss_h3,val_raw_loss_h6,val_relative_training_rate_h10,val_relative_training_rate_h3,val_relative_training_rate_h6,val_site_loss,val_site_weight_max,val_site_weight_mean,val_site_weight_min,val_skipped_all_invalid_batch,val_weighted_contribution_h10,val_weighted_contribution_h3,val_weighted_contribution_h6,weighted_contribution_h10,weighted_contribution_h3,weighted_contribution_h6
1,0.3441439426193635,0.19579192847151108,197.08768454118612,260.3078539298213,0.48575076985748367,27.052961446918594,206.10361718819235,270.35942063813246,0.4441904267745096,28.352873718667336,214.77668266692007,281.5125481022702,0.39615046991711544,29.31482293701555,29.31482293701555,True,0,0.001,118.49271490000137,0.3441439426193635,0.27022926703665817,0.2816248207607053,0.29489863827115015,0.8905088870298294,1.0166009275686174,1.0928901805764153,1.0001389949094681,1.3425321085112436,0.7242887593451001,9,20,9,20,29,1.0453858787105197,0.9546779677981422,1.0001421576454526,0.3288263776472637,0.3074245965196973,0.3183239948181879,0.3536567687988281,0.36207935214042664,0.34775421023368835,0.29489863827115015,0.27022926703665817,0.2816248207607053,1.0471954399631136,0.9340953758784702,1.0188842733701071,0.2997158924738566,0.0,1.0644985437393188,0.9420841336250305,0.9934173226356506,0.20835131406784058,0.18439148366451263,0.19443878531455994,0.17107007332522367,0.14966658621870457,0.16086078128373718,1.1317753791809082,0.865820050239563,1.0024046897888184,0.3536567687988281,0.36207935214042664,0.34775421023368835,29.31482293701555,27.052961446918594,28.352873718667336,0.17107007332522367,0.14966658621870457,0.16086078128373718,1.066294550895691,0.9217219948768616,1.0119833946228027,0.17155156155997714,1.3058712482452393,1.0,0.7383274435997009,0.0,0.19361289710416066,0.12958433119906268,0.16124760156191129,0.3176927152546007,0.2453544971426302,0.28656678420144593
2,0.2352598998695612,0.15850896614929433,172.42209731075084,229.64703258365606,0.5997597300674045,23.2774032364756,184.12674542944217,243.51427708718438,0.5490879244809936,24.877302960623133,196.02719046656833,258.66758997655535,0.4901795516583617,26.288163341568556,26.288163341568556,True,0,0.001,117.14993870000035,0.2352598998695612,0.17082681007790224,0.1892809548179071,0.20957372245334444,0.7855126426333473,1.0048562240032923,1.2096311342148554,1.0001368809314002,1.3498598649388267,0.7259158554531279,9,20,18,40,58,1.1031681741986956,0.8992858611402057,0.9971638432570866,0.21130192741042092,0.17329225926881744,0.19153153889235996,0.3536567687988281,0.36207935214042664,0.34775421023368835,0.20957372245334444,0.17082681007790224,0.1892809548179071,1.1046271800994873,0.8795341409388042,1.0154327852385385,0.2134862912464,0.0,1.1073240041732788,0.8982663750648499,0.9944096803665161,0.1680254340171814,0.13630300760269165,0.15089179575443268,0.1414462002407154,0.11474687153280809,0.1278696452024315,1.218080759048462,0.7829159498214722,0.9990034103393555,0.3536567687988281,0.36207935214042664,0.34775421023368835,26.288163341568556,23.2774032364756,24.877302960623133,0.1414462002407154,0.11474687153280809,0.1278696452024315,1.1088085174560547,0.8785473704338074,1.0126439332962036,0.1427577050056382,1.3154044151306152,1.0,0.6918941736221313,0.0,0.17229289495373104,0.08983715591515093,0.12774221163611235,0.25265615241255424,0.13525560469901057,0.19015265744623588
3,0.21034515237524395,0.1397930159511072,160.98884860986422,217.39189608218973,0.6413376351391037,20.807943331340052,173.5439448544004,232.68511278255446,0.5883006280434573,22.539603491742042,186.27790079702228,249.25575216379733,0.5266050769546589,24.093942777237217,24.093942777237217,True,0,0.001,117.62964760000068,0.21034515237524395,0.148071335842521,0.16767840434097503,0.18934224118434248,0.7464029473917825,0.9991511185963948,1.2544459303220112,1.0001355466388522,1.3573119731176466,0.7116801497482118,9,20,27,60,87,1.1251506527264914,0.8779825752689725,0.9957926125753493,0.190022146488939,0.14900750627829915,0.16851611492179688,0.3536567687988281,0.36207935214042664,0.34775421023368835,0.18934224118434248,0.148071335842521,0.16767840434097503,1.126464835802714,0.8585649674847012,1.0138790826002757,0.19313072789283026,0.0,1.135174036026001,0.8692923784255981,0.9955333471298218,0.15216010808944702,0.11652100831270218,0.13344250619411469,0.12567202593750446,0.0980288200952076,0.11144829491208413,1.2739191055297852,0.7296707034111023,0.9964102506637573,0.3536567687988281,0.36207935214042664,0.34775421023368835,24.093942777237217,20.807943331340052,22.539603491742042,0.12567202593750446,0.0980288200952076,0.11144829491208413,1.1364331245422363,0.8500129580497742,1.0135539770126343,0.1278434297278652,1.3077284097671509,1.0,0.6929189562797546,0.0,0.1600959948724217,0.07152875811343049,0.11104822346939806,0.23691460345274673,0.11135840572263633,0.1674956952989948
4,0.1944959750753783,0.12482911576012269,149.36118536467484,208.97879995616057,0.6685610315012552,18.293875106327,162.43113367249418,225.26907260488213,0.614125436859944,20.09190441969728,176.06259106108345,242.84294209534198,0.5506505766740938,21.79680418170447,21.79680418170447,True,0,0.001,117.50354440000046,0.1944959750753783,0.1336259996277864,0.1536830406297337,0.176308926576305,0.7185466286681947,0.9932919019744509,1.2881614633968899,1.0001048090912046,1.3525217198190236,0.7022825837135315,9,20,36,80,116,1.1417766253153483,0.8626081736314865,0.994259968825749,0.1763987568517526,0.13382603781563895,0.1538483566116719,0.3536567687988281,0.36207935214042664,0.34775421023368835,0.176308926576305,0.1336259996277864,0.1536830406297337,1.1429844572430565,0.8434384431157793,1.0122075671241397,0.18001452500798873,0.0,1.1442807912826538,0.8598060011863708,0.9959132075309753,0.15006327629089355,0.11275668442249298,0.1306060552597046,0.11321018584097822,0.08529861628426597,0.0986007291879826,1.2920961380004883,0.7125392556190491,0.9953645467758179,0.3536567687988281,0.36207935214042664,0.34775421023368835,21.79680418170447,18.293875106327,20.09190441969728,0.11321018584097822,0.08529861628426597,0.0986007291879826,1.145462989807129,0.8406731486320496,1.0138636827468872,0.11547768411451373,1.325246810913086,1.0,0.6764671206474304,0.0,0.14627844390744563,0.060778612552525785,0.09814367011996145,0.22682605735636727,0.096664671198559,0.1525689302520135
5,0.1842595382460526,0.11556092518028514,140.88046844657893,202.12944540408122,0.6899310521496576,16.578459768761256,153.91533020536377,219.1774419751715,0.6347125795671811,18.381204686566257,167.86109362542047,237.502593321085,0.5701965182799421,20.169804502369654,20.169804502369654,True,0,0.001,117.3380928000006,0.1842595382460526,0.124534271612906,0.14467861050624026,0.16771542558535224,0.7008223667031243,0.9891329271452768,1.3100446984881446,1.0000842312971752,1.3547849291846865,0.6946057245844887,9,20,45,100,145,1.152617751416706,0.8526907926514036,0.9932035182203566,0.16794973232206845,0.12481372122253691,0.14494939293889772,0.3536567687988281,0.36207935214042664,0.34775421023368835,0.16771542558535224,0.124534271612906,0.14467861050624026,1.1537548042479016,0.8336834277425493,1.0110606985432762,0.17139929697981904,0.0,1.15248703956604,0.8514167666435242,0.9960958957672119,0.14459526538848877,0.10682187974452972,0.1249738559126854,0.10540812633693071,0.07739304676720772,0.09063195508074363,1.3084588050842285,0.6975101232528687,0.9940308332443237,0.3536567687988281,0.36207935214042664,0.34775421023368835,20.169804502369654,16.578459768761256,18.381204686566257,0.10540812633693071,0.07739304676720772,0.09063195508074363,1.1536016464233398,0.8324156403541565,1.0139827728271484,0.10781197278563098,1.3295930624008179,1.0,0.6800023913383484,0.0,0.1379221910329877,0.05398243358951012,0.09009095782747371,0.219506871890213,0.08792908498643698,0.14298777042077196
6,0.17801657703128598,0.11248863111204224,138.37069726008295,199.03066021469414,0.6993653224575813,15.999630877942138,151.12166701646035,216.3441967888116,0.6440954756355854,17.75286522440905,164.95363819769508,234.83718878388385,0.579789439427415,19.544081240206456,19.544081240206456,True,0,0.001,117.42203029999837,0.17801657703128598,0.11893579022486529,0.13908526652523776,0.1624791440864404,0.6883514310632434,0.9854430224214281,1.3262055317560832,1.0000790544918605,1.3593899306796846,0.6897881198497046,9,20,54,120,174,1.1606221182005747,0.8456442620073046,0.9921355341162,0.16277898322968257,0.11926598598559697,0.13941858339877355,0.3536567687988281,0.36207935214042664,0.34775421023368835,0.1624791440864404,0.11893579022486529,0.13908526652523776,1.161710132303692,0.8267548643407368,1.0099246473539443,0.16611402967856043,0.0,1.1620129346847534,0.8420488238334656,0.9959380030632019,0.1375982165336609,0.09971009194850922,0.11793267726898193,0.10265959845626442,0.07474611099038658,0.0879049997007144,1.32746160030365,0.6808521747589111,0.991686224937439,0.3536567687988281,0.36207935214042664,0.34775421023368835,19.544081240206456,15.999630877942138,17.75286522440905,0.10265959845626442,0.07474611099038658,0.0879049997007144,1.1630531549453735,0.8231975436210632,1.013749122619629,0.10520663270623574,1.313218593597412,1.0,0.6889066100120544,0.0,0.1362766748532829,0.05089105222257564,0.08717417730632818,0.21513391980570004,0.0826172625446535,0.13697397717980328
7,0.17253601457036677,0.10507964982944792,132.48397852825096,191.32241313456825,0.7222009177156581,15.140506863266213,144.9815670929336,208.83886008443716,0.6683609697307731,16.859866138785964,158.94086832410483,227.77721949058642,0.6046754444294541,18.660089470469963,18.660089470469963,True,0,0.001,117.30176940000092,0.17253601457036677,0.11437326599732398,0.13434781417535824,0.15771687358085598,0.6798336551302955,0.9830556565806979,1.3371106704076132,1.000084258261181,1.3572536042758396,0.6872490965184711,9,20,63,140,203,1.165968163808187,0.840792335215069,0.9914330666973478,0.15780937380733945,0.11448721782792182,0.13445735041584286,0.3536567687988281,0.36207935214042664,0.34775421023368835,0.15771687358085598,0.11437326599732398,0.13434781417535824,1.1670222100757417,0.8219843461399987,1.0091760499136788,0.16129200128572327,0.0,1.1680692434310913,0.8363152146339417,0.995615541934967,0.13543906807899475,0.0969717800617218,0.11544284969568253,0.0963148664066045,0.06884031450109822,0.08169756342170605,1.3395529985427856,0.6707195043563843,0.9897274971008301,0.3536567687988281,0.36207935214042664,0.34775421023368835,18.660089470469963,15.140506863266213,16.859866138785964,0.0963148664066045,0.06884031450109822,0.08169756342170605,1.169064998626709,0.8175573945045471,1.0133775472640991,0.09864867883768813,1.321107268333435,1.0,0.6892482042312622,0.0,0.12901886809921503,0.04617254162191427,0.08085832496460141,0.21054017029757569,0.07850043025467403,0.13199588973426674
8,0.16923981190969548,0.10230484945823443,130.66448699625857,189.39072658367223,0.7277821953811114,14.70127096687055,143.33979582321405,207.0002590880227,0.6741747128956559,16.489134736551417,157.62179592429538,226.25438132434877,0.6099437754025325,18.334345932161973,18.334345932161973,True,0,0.001,117.34069180000006,0.16923981190969548,0.11205664839435137,0.13172735788961917,0.15478669727842012,0.6765282088801974,0.9825117420582544,1.340960034869966,1.0000793593270438,1.369260258901687,0.687574569384257,9,20,72,160,232,1.167916738986969,0.8388496285393124,0.9913963684013911,0.15482616648077965,0.11206746892560096,0.1317625377149809,0.3536567687988281,0.36207935214042664,0.34775421023368835,0.15478669727842012,0.11205664839435137,0.13172735788961917,1.1689547885031928,0.8200743834177653,1.0091239565894716,0.158319707055177,0.0,1.1693192720413208,0.8362205624580383,0.9944602847099304,0.13451723754405975,0.09619791805744171,0.11440164595842361,0.09407706419694159,0.06645358990983385,0.07935151326690291,1.3422330617904663,0.6704734563827515,0.9872934222221375,0.3536567687988281,0.36207935214042664,0.34775421023368835,18.334345932161973,14.70127096687055,16.489134736551417,0.09407706419694159,0.06645358990983385,0.07935151326690291,1.1703228950500488,0.8174696564674377,1.0122076272964478,0.09623766443783904,1.3218365907669067,1.0000001192092896,0.6894302368164062,0.0,0.12627334592131928,0.044555368115888234,0.07834322709178597,0.2070955923920952,0.07673072247958564,0.12931243233256995
9,0.16247450605567013,0.10661891934328846,134.242838973553,191.84484391816008,0.7206817131527508,15.46838418222539,147.18995380363023,209.86095365035655,0.6651068282518597,17.23128505825277,161.52122919319999,229.12970143121515,0.5999668375982266,19.060933881377235,19.060933881377235,False,1,0.001,117.42010579999987,0.16247450605567013,0.10614934486992052,0.12577547411920065,0.1490619427834948,0.6644795446168809,0.9791198826971508,1.3564005562237331,1.0000580015636626,1.3797982073965527,0.6896208933421544,9,20,81,180,261,1.175614373456864,0.8320088355314164,0.9905030503159478,0.14927264640019053,0.1062964428925798,0.12597634299170404,0.3536567687988281,0.36207935214042664,0.34775421023368835,0.1490619427834948,0.10614934486992052,0.12577547411920065,1.1766030124255589,0.8133481079623812,1.0081663273629689,0.15261094629587163,0.0,1.1710699796676636,0.8362355828285217,0.992694079875946,0.12960003316402435,0.0925445631146431,0.10985951870679855,0.09788768642910027,0.06952873477482883,0.08285444895014295,1.3460121154785156,0.6703763604164124,0.9836116433143616,0.3536567687988281,0.36207935214042664,0.34775421023368835,19.060933881377235,15.46838418222539,17.23128505825277,0.09788768642910027,0.06952873477482883,0.08285444895014295,1.1720870733261108,0.817492663860321,1.0104202032089233,0.09998619448957882,1.2918689250946045,1.000000238418579,0.6775648593902588,0.0,0.13175801188973083,0.04661042016270779,0.081496600687756,0.20204985131970593,0.07129525645159653,0.12294628862293921
10,0.16123386183310123,0.1019749543870446,129.33062908182023,187.72720887032463,0.7325432561427623,14.812403588007006,142.45272379962935,206.37230571811304,0.676148553385223,16.525865574392974,156.91997942396642,225.8990973643587,0.6111678128212994,18.342756984370258,18.342756984370258,False,2,0.001,117.23618029999852,0.16123386183310123,0.1054153892715154,0.1247893756335717,0.1478892547034082,0.6649410781406221,0.9783928734915597,1.35666602793194,1.0000644766149067,1.3924707355953398,0.6893705861909049,9,20,90,200,290,1.1757081173715138,0.832246402331761,0.9901265998681387,0.14785868557436124,0.10531829480259192,0.12472011397282283,0.3536567687988281,0.36207935214042664,0.34775421023368835,0.1478892547034082,0.1054153892715154,0.1247893756335717,1.176701143242064,0.8135840032781874,1.0077873882793245,0.15143771898888406,0.0,1.1657893657684326,0.8412912487983704,0.9929194450378418,0.1303124725818634,0.0940399244427681,0.11098899692296982,0.0940100126291896,0.065967893606428,0.07921384751918299,1.335473656654358,0.6793071031570435,0.9852190613746643,0.3536567687988281,0.36207935214042664,0.34775421023368835,18.342756984370258,14.812403588007006,16.525865574392974,0.0940100126291896,0.065967893606428,0.07921384751918299,1.1668459177017212,0.8224661350250244,1.0106878280639648,0.0958691825407782,1.297567367553711,1.0,0.6706572771072388,0.0,0.1255478953280262,0.04481245870715467,0.07804299250072526,0.20059296042934946,0.07085183840121242,0.1218779302031755
