epoch,train_loss,val_loss,val_MAE_H3,val_RMSE_H3,val_R2_H3,val_Score_H3,val_MAE_H6,val_RMSE_H6,val_R2_H6,val_Score_H6,val_MAE_H10,val_RMSE_H10,val_R2_H10,val_Score_H10,val_score_primary,is_best_epoch,bad_epochs,learning_rate,epoch_time_sec,total_loss,granularity_loss_h3,granularity_loss_h6,granularity_loss_h10,granularity_weight_h3,granularity_weight_h6,granularity_weight_h10,site_weight_mean,site_weight_max,site_weight_min,skipped_train_batches_epoch,skipped_val_batches_epoch,skipped_train_batches_total,skipped_val_batches_total,skipped_batches_total_run,difficulty_level_h10,difficulty_level_h3,difficulty_level_h6,ema_loss_h10,ema_loss_h3,ema_loss_h6,initial_loss_h10,initial_loss_h3,initial_loss_h6,raw_loss_h10,raw_loss_h3,raw_loss_h6,relative_training_rate_h10,relative_training_rate_h3,relative_training_rate_h6,site_loss,skipped_all_invalid_batch,val_difficulty_level_h10,val_difficulty_level_h3,val_difficulty_level_h6,val_ema_loss_h10,val_ema_loss_h3,val_ema_loss_h6,val_granularity_loss_h10,val_granularity_loss_h3,val_granularity_loss_h6,val_granularity_weight_h10,val_granularity_weight_h3,val_granularity_weight_h6,val_initial_loss_h10,val_initial_loss_h3,val_initial_loss_h6,val_official_score_h10,val_official_score_h3,val_official_score_h6,val_raw_loss_h10,val_raw_loss_h3,val_raw_loss_h6,val_relative_training_rate_h10,val_relative_training_rate_h3,val_relative_training_rate_h6,val_site_loss,val_site_weight_max,val_site_weight_mean,val_site_weight_min,val_skipped_all_invalid_batch,val_weighted_contribution_h10,val_weighted_contribution_h3,val_weighted_contribution_h6,weighted_contribution_h10,weighted_contribution_h3,weighted_contribution_h6
1,0.45130769874561916,0.347602516412735,98.19499969482422,109.54128967428375,-4.166780600525911,13.281733921113684,90.08384498974955,103.34708048641733,-3.178113208314822,12.428997140013365,80.55329991594145,94.69821187728456,-2.379086685391067,11.157766267221897,11.157766267221897,True,0,0.001,1.5186080999992555,0.45130769874561916,0.3682585478844968,0.3724858384918083,0.37990243902260606,1.0932895324446938,0.9875400608236139,0.919170387766578,0.9999999891627919,1.172085626558824,0.9003513048995625,0,0,0,0,0,1.002709293907339,0.9973382489247755,0.9999524300748651,0.6278359497135336,0.6262303821065209,0.6274826404723254,0.7058342099189758,0.5870192050933838,0.6532325744628906,0.37990243902260606,0.3682585478844968,0.3724858384918083,0.916454244743694,1.0960267998955466,0.9875188822096045,0.38827371021563356,0.0,1.036669373512268,0.9720964431762695,0.9912340044975281,0.3939397633075714,0.3694017231464386,0.376674085855484,0.25200000405311584,0.3345450758934021,0.2992229461669922,0.9851692318916321,1.0415962934494019,0.9732345938682556,0.7058342099189758,0.5870192050933838,0.6532325744628906,11.157766267221897,13.281733921113684,12.428997140013365,0.25200000405311584,0.3345450758934021,0.2992229461669922,0.9491643309593201,1.0701899528503418,0.9806457757949829,0.2581164538860321,1.1259137392044067,1.0000001192092896,0.8926426768302917,0.0,0.2482626504296963,0.34846091104231647,0.29121412248889555,0.35131036056486126,0.40125808362417653,0.3683904018594182
