epoch,train_loss,val_loss,val_MAE_H3,val_RMSE_H3,val_R2_H3,val_Score_H3,val_MAE_H6,val_RMSE_H6,val_R2_H6,val_Score_H6,val_MAE_H10,val_RMSE_H10,val_R2_H10,val_Score_H10,val_score_primary,is_best_epoch,bad_epochs,learning_rate,epoch_time_sec,total_loss,granularity_loss_h3,granularity_loss_h6,granularity_loss_h10,granularity_weight_h3,granularity_weight_h6,granularity_weight_h10,site_weight_mean,site_weight_max,site_weight_min,skipped_train_batches_epoch,skipped_val_batches_epoch,skipped_train_batches_total,skipped_val_batches_total,skipped_batches_total_run,val_official_score_h10,val_official_score_h3,val_official_score_h6
1,0.7503220836321512,0.8245479464530945,136.23453860812717,147.8744045647071,-8.415650696056078,18.442700831746723,119.89450008311171,134.10844957176488,-6.035517726188533,16.571852318272715,105.21509226867418,121.55276569296501,-4.5673107828998125,14.63613572204379,14.63613572204379,True,0,0.001,1.0658966000191867,0.7503220836321512,,,,,,,,,,0,0,0,0,0,14.63613572204379,18.442700831746723,16.571852318272715
