horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,27.975,33.956,0.544,0.031,0.031,3.962,3.962,3.962,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,31.685,39.763,0.428,0.035,0.034,4.554,4.554,4.554,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,42.773,53.740,0.112,0.046,0.045,6.191,6.191,6.191,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
