valid_target_count,MAE_H10,MAE_H3,MAE_H6,R2_H10,R2_H3,R2_H6,RMSE_H10,RMSE_H3,RMSE_H6,Score_H10,Score_H3,Score_H6,TurbID,node_index
29,36.076,25.071,24.002,-0.870,-3.396,-0.797,43.096,29.743,29.875,0.039,0.026,0.026,1,0
30,42.281,17.752,26.476,-2.172,-3.363,-2.343,51.148,24.817,33.076,0.047,0.021,0.030,2,1
30,50.454,16.271,28.946,-5.998,-2.016,-7.116,60.740,20.234,35.902,0.056,0.018,0.032,3,2
30,62.155,21.849,39.084,-2.899,-0.377,-2.532,71.015,26.563,44.773,0.066,0.024,0.042,4,3
30,84.667,25.461,57.201,-4.372,-8.563,-3.805,97.342,27.779,69.844,0.091,0.027,0.063,5,4
30,81.753,46.337,58.985,-8.256,-4.634,-12.702,89.405,51.567,62.911,0.086,0.049,0.061,6,5
30,100.400,51.129,71.791,-10.453,-7.896,-14.659,109.206,55.363,77.392,0.105,0.053,0.074,7,6
30,127.446,77.472,106.911,-20.188,-16.961,-16.685,133.443,79.841,113.169,0.130,0.078,0.110,8,7
