node_index,site_weight,ema_node_loss
0,1.130903720855713,0.12276636809110641
1,0.8613702058792114,0.09350688755512238
2,1.2235817909240723,0.13282711803913116
3,1.2418214082717896,0.13480713963508606
4,1.1257787942886353,0.12221002578735352
5,1.1718636751174927,0.12721280753612518
6,1.0680066347122192,0.11593850702047348
7,1.1054432392120361,0.12000247091054916
8,1.1407878398895264,0.12383934110403061
9,1.024722933769226,0.11123980581760406
10,1.1178680658340454,0.12135125696659088
11,1.0545445680618286,0.11447711288928986
12,1.0733028650283813,0.1165134385228157
13,1.1659647226333618,0.12657244503498077
14,1.0993123054504395,0.11933692544698715
15,0.9882550835609436,0.10728099942207336
16,1.0113335847854614,0.10978630930185318
17,0.9835109710693359,0.1067660003900528
18,1.0540308952331543,0.11442136019468307
19,0.9054614305496216,0.0982932522892952
20,0.9678938984870911,0.10507067292928696
21,1.2786084413528442,0.13880059123039246
22,1.18583345413208,0.12872931361198425
23,1.092134952545166,0.11855778098106384
24,1.136823058128357,0.12340894341468811
25,1.0949866771697998,0.11886735260486603
26,1.2513446807861328,0.13584095239639282
27,1.1374812126159668,0.12348038703203201
28,1.2188254594802856,0.13231079280376434
29,1.087235689163208,0.11802593618631363
30,1.2629181146621704,0.1370973140001297
31,1.0994627475738525,0.11935324966907501
32,1.2135218381881714,0.13173505663871765
33,1.169378399848938,0.12694302201271057
34,1.172548770904541,0.12728717923164368
35,1.1625475883483887,0.12620149552822113
36,1.0388290882110596,0.11277111619710922
37,1.0779731273651123,0.11702043563127518
38,1.2253198623657227,0.13301579654216766
39,1.049159049987793,0.11389248818159103
40,1.051952600479126,0.11419574171304703
41,1.012208104133606,0.10988124459981918
42,0.8932756781578064,0.09697041660547256
43,1.0683598518371582,0.11597685515880585
44,1.1838269233703613,0.1285114884376526
45,1.0417698621749878,0.11309034377336502
46,1.1273612976074219,0.12238181382417679
47,1.0138174295425415,0.11005594581365585
48,1.0982728004455566,0.11922408640384674
49,1.0928317308425903,0.11863341927528381
50,1.0491178035736084,0.11388801038265228
51,1.1191394329071045,0.1214892789721489
52,0.986651599407196,0.10710693150758743
53,0.9879650473594666,0.10724951326847076
54,0.9728631377220154,0.10561010986566544
55,1.013465166091919,0.11001770198345184
56,0.9634175300598145,0.10458473116159439
57,1.045980453491211,0.1135474294424057
58,1.0962291955947876,0.11900223791599274
59,1.1564890146255493,0.12554380297660828
60,1.051078200340271,0.11410082131624222
61,0.9790365099906921,0.10628026723861694
62,0.9844319820404053,0.10686597973108292
63,0.9306548833847046,0.10102815181016922
64,0.9547261595726013,0.10364123433828354
65,0.9819393157958984,0.10659538209438324
66,0.9298931360244751,0.10094545781612396
67,0.8912569880485535,0.09675127267837524
68,1.1123454570770264,0.12075175344944
69,1.1537506580352783,0.1252465397119522
70,1.1023340225219727,0.11966495215892792
71,1.077933669090271,0.11701615154743195
72,0.9432302117347717,0.10239327698945999
73,1.0113804340362549,0.10979139804840088
74,1.0015811920166016,0.10872763395309448
75,0.8891008496284485,0.09651721268892288
76,0.8783890008926392,0.09535437822341919
77,0.8990426063537598,0.09759645164012909
78,0.9485681056976318,0.10297273844480515
79,1.0453931093215942,0.11348366737365723
80,0.9421305656433105,0.10227390378713608
81,0.8590494394302368,0.093254953622818
82,0.9730780720710754,0.105633445084095
83,0.9992275238037109,0.10847212374210358
84,0.8527254462242126,0.09256844967603683
85,0.9254858493804932,0.1004670262336731
86,0.8766559958457947,0.09516625106334686
87,1.0728055238723755,0.11645945906639099
88,0.9720509648323059,0.10552194714546204
89,0.9134394526481628,0.09915931522846222
90,0.8973561525344849,0.09741337597370148
91,0.6667687892913818,0.07238174229860306
92,0.7284013032913208,0.07907231897115707
93,0.6864460706710815,0.07451782375574112
94,0.9553048014640808,0.1037040501832962
95,0.7738986015319824,0.08401132375001907
96,0.7595164775848389,0.08245005458593369
97,0.9652966856956482,0.10478872805833817
98,0.6844462156295776,0.07430072873830795
99,0.7546961903572083,0.08192678540945053
100,0.9446081519126892,0.10254286229610443
101,1.0013564825057983,0.10870323330163956
102,0.9201633930206299,0.09988924115896225
103,0.9793680310249329,0.10631625354290009
104,0.9808991551399231,0.10648246854543686
105,0.9563884139060974,0.10382167994976044
106,0.9072625041007996,0.09848877042531967
107,1.046671748161316,0.11362247169017792
108,0.9466091990470886,0.10276009142398834
109,0.8860417604446411,0.09618513286113739
110,0.9517556428909302,0.10331876575946808
111,0.9046002626419067,0.0981997698545456
112,0.8264510631561279,0.08971620351076126
113,0.9759445786476135,0.10594461858272552
114,0.7306715846061707,0.07931876927614212
115,0.7584591507911682,0.08233527839183807
116,0.7537356019020081,0.08182250708341599
117,1.212546706199646,0.13162919878959656
118,0.963500440120697,0.10459373146295547
119,0.770076334476471,0.08359639346599579
120,0.95780348777771,0.10397529602050781
121,0.8021947741508484,0.08708304166793823
122,0.9500118494033813,0.10312946885824203
123,0.7616024613380432,0.08267650008201599
124,0.966849684715271,0.10495731234550476
125,0.9565683007240295,0.10384120792150497
126,0.9449664354324341,0.10258175432682037
127,0.9125589728355408,0.09906373172998428
128,0.9681298732757568,0.10509628802537918
129,0.9207056164741516,0.09994810074567795
130,1.0697609186172485,0.11612894386053085
131,0.9543320536613464,0.103598453104496
132,0.9961866736412048,0.10814201831817627
133,0.9506869316101074,0.10320275276899338
