horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,44.272,57.001,-0.286,0.050,0.048,6.184,6.184,6.184,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,52.677,66.942,-0.620,0.059,0.056,7.372,7.372,7.372,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,70.057,84.874,-1.216,0.078,0.074,9.864,9.864,9.864,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
