horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,num_valid_points
3,91.70746795224471,102.30574758003455,-3.143724025435664,0.10843537557832773,0.10168531199693778,12288.334309895834,12288.334309895834,12288.334309895834,71.0
6,67.95699881173513,81.9373372104054,-1.4271334923497148,0.0784582955391697,0.07427070162944828,9105.396484375,9105.396484375,9105.396484375,143.0
10,87.5560415100353,110.41257097265198,-2.749741062036292,0.10032573883259978,0.0930070716045763,11731.1220703125,11731.1220703125,11731.1220703125,239.0
