batch,layer,macro_attn_entropy,fine_attn_entropy,fusion_gate_mean,fusion_gate_std,macro_prompt_norm_mean,h_fine_spatial_delta_norm,h_coarse_spatial_delta_norm,h_fine_spatial_delta_ratio,h_coarse_spatial_delta_ratio
0,0,1.2369533777236938,2.4805023670196533,0.4880104064941406,0.041242264211177826,4.007195472717285,2.51881742477417,3.008200168609619,1.519608736038208,2.6521685123443604
