horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,valid_target_count,total_target_count,valid_target_ratio,num_valid_points,score_compute_unit,score_lower_is_better,physical_clip_applied
3,51.967,59.680,-0.410,0.059,0.057,7.128,7.128,7.128,71,72,0.986,71,MW_after_kW_to_MW_conversion,True,True
6,63.454,72.714,-0.911,0.072,0.069,8.731,8.731,8.731,143,144,0.993,143,MW_after_kW_to_MW_conversion,True,True
10,80.237,91.273,-1.562,0.090,0.085,11.129,11.129,11.129,239,240,0.996,239,MW_after_kW_to_MW_conversion,True,True
