valid_target_count,MAE_H10,MAE_H3,MAE_H6,R2_H10,R2_H3,R2_H6,RMSE_H10,RMSE_H3,RMSE_H6,Score_H10,Score_H3,Score_H6,TurbID,node_index
29,36.870,47.911,37.395,-2.243,-8.802,-4.615,42.716,53.935,43.208,0.039,0.051,0.040,1,0
30,46.895,48.082,37.099,-1.137,-3.829,-1.924,54.438,54.526,45.030,0.051,0.051,0.041,2,1
30,47.322,38.000,28.660,-1.841,-2.110,-0.680,56.984,45.664,36.364,0.052,0.040,0.032,3,2
30,55.626,18.348,23.400,-3.004,-2.090,-0.343,70.780,22.483,29.951,0.063,0.020,0.026,4,3
30,64.146,23.637,36.073,-7.554,-2.454,-7.354,76.150,28.211,41.102,0.070,0.026,0.039,5,4
30,74.782,21.816,45.633,-8.754,-2.362,-4.604,86.903,29.492,54.494,0.081,0.025,0.050,6,5
30,102.211,45.124,67.027,-7.807,-2.000,-4.268,114.814,51.930,74.577,0.108,0.048,0.070,7,6
30,114.166,66.030,84.260,-21.878,-24.723,-32.177,122.526,69.404,88.503,0.118,0.068,0.086,8,7
