valid_target_count,MAE_H10,MAE_H3,MAE_H6,R2_H10,R2_H3,R2_H6,RMSE_H10,RMSE_H3,RMSE_H6,Score_H10,Score_H3,Score_H6,TurbID,node_index
29,36.070,25.100,24.008,-0.869,-3.404,-0.797,43.085,29.772,29.881,0.039,0.026,0.026,1,0
30,42.268,17.775,26.474,-2.170,-3.367,-2.341,51.130,24.829,33.067,0.047,0.021,0.030,2,1
30,50.476,16.278,28.967,-6.003,-2.019,-7.127,60.759,20.244,35.927,0.056,0.018,0.032,3,2
30,62.149,21.851,39.079,-2.898,-0.377,-2.530,71.008,26.564,44.765,0.066,0.024,0.042,4,3
30,84.624,25.417,57.157,-4.367,-8.529,-3.800,97.305,27.731,69.807,0.091,0.027,0.063,5,4
30,81.699,46.281,58.930,-8.246,-4.623,-12.679,89.354,51.516,62.859,0.085,0.049,0.061,6,5
30,100.460,51.183,71.854,-10.465,-7.912,-14.684,109.261,55.413,77.453,0.105,0.053,0.074,7,6
30,127.463,77.473,106.924,-20.193,-16.961,-16.689,133.460,79.842,113.184,0.130,0.078,0.110,8,7
